chunk;assetRecord;slot;idHex;textEN;textFR;status
0;62;35;f991bc08816aee06;Report toy;Signaler : jouet;TRANSLATED_PRODUCTION
0;62;36;aac6eb5ed035ef06;EMITTER SOCKET;PRISE D'EMETTEUR;TRANSLATED_PRODUCTION
0;62;37;f9c6ba04d23eef06;SENSOR;CAPTEUR;TRANSLATED_PRODUCTION
0;62;38;ac91bc0a873fef06;SERIES 8 LABOR UNIT;UNITE DE TRAVAIL SERIE 8;TRANSLATED_PRODUCTION
0;62;39;ffc0ba59d56aef06;Report Earth;Signaler : Terre;TRANSLATED_PRODUCTION
0;62;40;fec6ee0cd639b807;Report growth;Signaler : excroissance;TRANSLATED_PRODUCTION
0;62;41;a997bc5bd66db807;Report substation;Signaler : sous-station;TRANSLATED_PRODUCTION
0;62;42;ad96bf5b826eb807;Report cargo;Signaler : cargaison;TRANSLATED_PRODUCTION
0;62;43;afc4bc59d56eb807;HOUSING E5;BOITIER E5;TRANSLATED_PRODUCTION
0;62;44;a990b80bd06db907;DRIVE BAY;BAIE DU PROPULSEUR;QA_REVISED
0;62;45;aacbb95c863fbd07;RAIL INTERFACE;INTERFACE DU RAIL;TRANSLATED_PRODUCTION
0;62;46;a2c3ba0d876fbd07;Oh Hai POI;Oh Hai POI;TECHNICAL_KEEP_EN
0;62;47;ab91e858d76fbd07;Report Captain's chair;Signaler : fauteuil de la capitaine;TRANSLATED_PRODUCTION
0;62;48;fb92ef0e8538be07;BIO MASS SAMPLES;ECHANTILLONS DE BIOMASSE;TRANSLATED_PRODUCTION
0;62;49;fec3be58823dbe07;CONTROL TERMINAL;TERMINAL DE COMMANDE;TRANSLATED_PRODUCTION
0;62;50;a3c2b208d26ebe07;Report disc;Signaler : disque;TRANSLATED_PRODUCTION
0;62;51;f8c3eb0f8539bf07;Examine transformer;Examiner : transformateur;TRANSLATED_PRODUCTION
0;62;52;f8cbbf09db3cbf07;MONITOR;MONITEUR;TRANSLATED_PRODUCTION
0;62;53;a3c0b85ed43dbf07;Report display case;Signaler : vitrine;TRANSLATED_PRODUCTION
0;62;54;ffcabc09d639e207;Report greenhouse;Signaler : serre;TRANSLATED_PRODUCTION
0;62;55;f9c0eb5ed23ee207;Report cover;Signaler : cache;TRANSLATED_PRODUCTION
0;62;56;fe96b308d76de207;Report pylon;Signaler : pylône;TRANSLATED_PRODUCTION
0;62;57;f8c4eb5fd438e307;Report dock;Signaler : quai;TRANSLATED_PRODUCTION
0;62;58;af90b95ed13be307;MAINFRAME ACCESS;ACCES AU SYSTEME CENTRAL;TRANSLATED_PRODUCTION
0;62;59;ae91b8098738e807;DIAGNOSTIC;DIAGNOSTIC;TRANSLATED_PRODUCTION
0;62;60;afcbbe5c803fe807;SWEAR MONKEY;SINGE JUREUR;TRANSLATED_PRODUCTION
0;62;61;abcbbc0e8068e807;Waddup?;Quoi de neuf ?;TRANSLATED_PRODUCTION
0;62;62;afc4e85ed73de907;Ready to proceed;Prêt à continuer;TRANSLATED_PRODUCTION
0;62;63;accaba5c806fe907;MULTIPLE NOSCENE 2;MULTIPLE NOSCENE 2;TECHNICAL_KEEP_EN
0;62;64;ab91bb5ed235ea07;DATABASE CARTRIDGE;CARTOUCHE DE BASE DE DONNEES;TRANSLATED_PRODUCTION
0;62;65;a990bf0e8139ea07;SUPPLY RACK;RACK DE FOURNITURES;TRANSLATED_PRODUCTION
0;62;66;a8c3e909853bea07;Report blockage;Signaler : obstruction;TRANSLATED_PRODUCTION
0;62;67;fcc2ee0d813dea07;TRAM ROUTES;ITINERAIRES DU TRAM;TRANSLATED_PRODUCTION
0;62;68;acc4ec0dd76fea07;Report cell;Signaler : cellule;TRANSLATED_PRODUCTION
0;62;69;fbcbb80ad534eb07;Report bobble head;Signaler : figurine à tête mobile;TRANSLATED_PRODUCTION
0;62;70;a8c0be09803eeb07;HOUSING B3;BOITIER B3;TRANSLATED_PRODUCTION
0;62;71;fec0bf5e866deb07;Report core;Signaler : noyau;TRANSLATED_PRODUCTION
0;62;72;fb97b30bd66eeb07;DATA DRIVE;DISQUE DE DONNEES;TRANSLATED_PRODUCTION
0;62;73;f896b85bd13fec07;Report disposal;Signaler : évacuation;TRANSLATED_PRODUCTION
0;62;74;ae90be0f876aec07;DUCT CONTROL;COMMANDE DES CONDUITS;TRANSLATED_PRODUCTION
0;62;75;aecae80ed16aec07;Where is Apollo?;Où est Apollo ?;TRANSLATED_PRODUCTION
0;62;76;f992bf0dd36aec07;Examine fuel level;Examiner : niveau de carburant;TRANSLATED_PRODUCTION
0;62;77;ffc1bc0cdb34ed07;MATERIAL FX TEST;MATERIAL FX TEST;TECHNICAL_KEEP_EN
0;62;78;ae95b30f8235ee07;Fabricate a connector?;Fabriquer un connecteur ?;TRANSLATED_PRODUCTION
0;62;79;ffcbe80eda69ee07;Examine port;Examiner : port;TRANSLATED_PRODUCTION
0;62;80;afc7bd0ed66aef07;Reminder;Rappel;TRANSLATED_PRODUCTION
0;62;81;ae92ef5b863eb808;Report Ganymede;Signaler : Ganymède;TRANSLATED_PRODUCTION
0;62;82;a3c5b90ad169b808;DOOR CONTROL;COMMANDE DE PORTE;TRANSLATED_PRODUCTION
0;62;83;aacae958d334b908;Report routes;Signaler : itinéraires;TRANSLATED_PRODUCTION
0;62;84;a3c5bb05d534b908;SHUTTER;VOLET;TRANSLATED_PRODUCTION
0;62;85;aac3b25fdb3db908;DRONE (INOPERABLE);DRONE (HORS SERVICE);TRANSLATED_PRODUCTION
0;62;86;aec0e809d36ab908;DELTA SIX;DELTA SIX;PROPER_NOUN_KEEP
0;62;87;fec0ee05d76eb908;Nag 1;Nag 1;TECHNICAL_KEEP_EN
0;62;88;a2c6b205d134ba08;CORE;NOYAU;TRANSLATED_PRODUCTION
0;62;89;fecae90cdb34ba08;Have to bridge it myself;Je dois faire le pont moi-même;TRANSLATED_PRODUCTION
0;62;90;ffc2ef5ed635ba08;Report Cure Bomb;Signaler : bombe-curative;TRANSLATED_PRODUCTION
0;62;91;a2cab35e853aba08;1234;1234;TECHNICAL_KEEP_EN
0;62;92;ad90e909863eba08;PANEL (REPAIRED);PANNEAU (REPARE);TRANSLATED_PRODUCTION
0;62;93;adc1eb5ed535bd08;UNKNOWN EQUIPMENT;EQUIPEMENT INCONNU;TRANSLATED_PRODUCTION
0;62;94;a290b308d439bd08;ARGOS COMMISSION PLAQUE;PLAQUE DE MISE EN SERVICE DE L'ARGOS;TRANSLATED_PRODUCTION
0;62;95;afc4bb08d03abd08;Liv, back away...;Liv, recule...;TRANSLATED_PRODUCTION
0;62;96;ac95eb08d13ebd08;OLIVIA RHODES;OLIVIA RHODES;PROPER_NOUN_KEEP
0;62;97;ac91be08d26abd08;WARHEAD;OGIVE;TRANSLATED_PRODUCTION
0;62;98;a9c5b95c8738be08;Report bridge door;Signaler : porte de la passerelle;TRANSLATED_PRODUCTION
0;62;99;a2c0ec0bd139be08;MULTIPLE NOSCENE 1;MULTIPLE NOSCENE 1;TECHNICAL_KEEP_EN
0;62;100;f9c0eb0fd33bbe08;Report Habitat B;Signaler : Habitat B;TRANSLATED_PRODUCTION
0;62;101;f897b20dd76ebe08;Report bulldog;Signaler : Bulldog;TRANSLATED_PRODUCTION
0;62;102;ffc6bd5ed23bbf08;INDUCTION CHARGER;CHARGEUR A INDUCTION;TRANSLATED_PRODUCTION
0;62;103;abc4bf5e866de208;Report Fury Transport;Signaler : transport Fury;TRANSLATED_PRODUCTION
0;62;104;acc0bf58d36de208;Report drone;Signaler : drone;TRANSLATED_PRODUCTION
0;62;105;f892b35b803ae308;Report damaged pod;Signaler : capsule endommagée;TRANSLATED_PRODUCTION
0;62;106;f8cbbe05d269e308;UNKNOWN COMBAT UNIT;UNITE DE COMBAT INCONNUE;TRANSLATED_PRODUCTION
0;62;107;fcc6b20ad73be808;OBTAIN SHIELD 1;OBTENIR LE BOUCLIER 1;TRANSLATED_PRODUCTION
0;62;108;f9cbb20ad63fe808;CAVE;GROTTE;TRANSLATED_PRODUCTION
0;62;109;aac3bb0f873fe908;BURN MARKS;MARQUES DE BRULURE;TRANSLATED_PRODUCTION
0;62;110;accbe90b853eea08;Report investigation board;Signaler : tableau d'enquête;TRANSLATED_PRODUCTION
0;62;111;aa90bd05d668ea08;Report mission patches;Signaler : écussons de mission;TRANSLATED_PRODUCTION
0;62;112;ffcab959d234eb08;DATA TILE;TUILE DE DONNEES;TRANSLATED_PRODUCTION
0;62;113;fcc3e904d634eb08;SPACEPORT;SPATIOPORT;TRANSLATED_PRODUCTION
0;62;114;aacbe80eda3eec08;Report delivery chute;Signaler : goulotte de livraison;TRANSLATED_PRODUCTION
0;62;115;ae97b85cd06aec08;Report dino;Signaler : dinosaure;TRANSLATED_PRODUCTION
0;62;116;aa96b80c866dec08;I'm ready;Prêt.;GLOBAL_DIALOGUE_CHAR_LIMITED
0;62;117;acc4be098235ed08;Report chamber;Signaler : chambre;TRANSLATED_PRODUCTION
0;62;118;afc2eb0e873aed08;Examine shutter;Examiner : volet;TRANSLATED_PRODUCTION
0;62;119;f8c3b905d13bed08;Nag 2;Nag 2;TECHNICAL_KEEP_EN
0;62;120;fec4bb0ed33ded08;TRIGGER NAG BEGIN (no scn);TRIGGER NAG BEGIN (no scn);TECHNICAL_KEEP_EN
0;62;121;a2c7eb058235ee08;EJECTION SWITCH;INTERRUPTEUR D'EJECTION;TRANSLATED_PRODUCTION
0;62;122;acc7e908db3dee08;CONTAINER;CONTENEUR;TRANSLATED_PRODUCTION
0;62;123;f9c2eb0ed168b809;INTAKE UNIT;UNITE D'ADMISSION;TRANSLATED_PRODUCTION
0;62;124;a2c0bf088634b909;TO ENGINEERING;VERS L'INGENIERIE;TRANSLATED_PRODUCTION
0;62;125;a996ee0bd568b909;Examine beacon;Examiner : balise;TRANSLATED_PRODUCTION
0;62;126;fec4e85bd134ba09;CONTROL ROOM;SALLE DE CONTROLE;TRANSLATED_PRODUCTION
0;62;127;f9cabe5e873aba09;Examine tick;Examiner : Tick;TRANSLATED_PRODUCTION
0;62;128;abcbbe0fd13aba09;Report wiring;Signaler : câblage;TRANSLATED_PRODUCTION
0;62;129;a296b85e8568ba09;Examine husk;Examiner : carcasse;TRANSLATED_PRODUCTION
0;62;130;abc0ee04da6dba09;KRONOS II CONTAINER;CONTENEUR DE KRONOS II;TRANSLATED_PRODUCTION
0;62;131;fcc2ef09d039bd09;Examine pins;Examiner : goupilles;TRANSLATED_PRODUCTION
0;62;132;a890b358873abd09;Examine drone;Examiner : drone;TRANSLATED_PRODUCTION
0;62;133;a290ba59d23cbd09;MED-TECH SHELL;CHASSIS MEDICAL;TRANSLATED_PRODUCTION
0;62;134;aec0b30ed23ebd09;CORE SLOT;EMPLACEMENT DU NOYAU;TRANSLATED_PRODUCTION
0;62;135;fb97b859d73bbe09;DR. TELLER;DR. TELLER;PROPER_NOUN_KEEP
0;62;136;a392b30b876dbe09;POSTER (CALLISTO);AFFICHE (CALLISTO);TRANSLATED_PRODUCTION
0;62;137;afc5eb08d23abf09;KRONOS II;KRONOS II;PROPER_NOUN_KEEP
0;62;138;ff96b35c863bbf09;ACTIVATION POD;CAPSULE D'ACTIVATION;TRANSLATED_PRODUCTION
0;62;139;ff92bc5e8069bf09;Where am I?;Où suis-je?;GLOBAL_DIALOGUE_CHAR_LIMITED
0;62;140;f992ec5e8669bf09;Report model;Signaler : maquette;TRANSLATED_PRODUCTION
0;62;141;ad97be048738e209;AREA POI;AREA POI;TECHNICAL_KEEP_EN
0;62;142;afc2ef5fd038e209;Hello;Bonjour;TRANSLATED_PRODUCTION
0;62;143;ffc2b30d876de209;Examine X-3;Examiner : X-3;TRANSLATED_PRODUCTION
0;62;144;ae95ec09806fe209;HOUSING B4;BOITIER B4;TRANSLATED_PRODUCTION
0;62;145;fb91b30dd56fe209;Examine battery;Examiner : batterie;TRANSLATED_PRODUCTION
0;62;146;fb90ef0b876fe809;ANODE;ANODE;TRANSLATED_PRODUCTION
0;62;147;fb92b80cd03ae909;RAIL CAR;WAGON SUR RAIL;TRANSLATED_PRODUCTION
0;62;148;fecabd09d63ae909;AUXILIARY PANEL;PANNEAU AUXILIAIRE;TRANSLATED_PRODUCTION
0;62;149;ac97bd5ed63be909;POSTER (EUROPA);AFFICHE (EUROPE);TRANSLATED_PRODUCTION
0;62;150;a290b20cd669e909;Examine chamber;Examiner : chambre;TRANSLATED_PRODUCTION
0;62;151;fccab80bda39eb09;HABITAT B;HABITAT B;TRANSLATED_PRODUCTION
0;62;152;f9c4eb0dd13aeb09;TICK;TICK;TRANSLATED_PRODUCTION
0;62;153;a2c4ba5ed335ec09;CORPSE;CADAVRE;TRANSLATED_PRODUCTION
0;62;154;ac97bb5cdb3dec09;HOUSING G4;BOITIER G4;TRANSLATED_PRODUCTION
0;62;155;fb95ee598539ed09;CUBE-SAT;CUBESAT;TRANSLATED_PRODUCTION
0;62;156;fbc4ec5c8539ed09;DATA PORT;PORT DE DONNEES;TRANSLATED_PRODUCTION
0;62;157;a895b35bd03ded09;Report plaque;Signaler : plaque;TRANSLATED_PRODUCTION
0;62;158;ad97e90dd535ee09;Examine outlet;Examiner : sortie;TRANSLATED_PRODUCTION
0;62;159;a8cbbe5ed239ee09;HARLAN'S SHIP;VAISSEAU DE HARLAN;TRANSLATED_PRODUCTION
0;62;160;fe90bd58d23aee09;DEFAULT CHOICE POI;DEFAULT CHOICE POI;TECHNICAL_KEEP_EN
0;62;161;a390e909d46aee09;Report bypass;Signaler : dérivation;TRANSLATED_PRODUCTION
0;62;162;ffc6b90ad46dee09;Report echo unit;Signaler : unité Echo;TRANSLATED_PRODUCTION
0;62;163;f8cabc0d8269ef09;What happened to me?;Que m'est-il arrivé?;GLOBAL_DIALOGUE_CHAR_LIMITED
0;62;164;aa90ee58856aef09;Report excavator;Signaler : excavatrice;TRANSLATED_PRODUCTION
0;62;165;aac7b909d239b80a;MONITORING CENTER;CENTRE DE SURVEILLANCE;TRANSLATED_PRODUCTION
0;62;166;aec1b35eda39b80a;ESCAPE POD;CAPSULE DE SAUVETAGE;TRANSLATED_PRODUCTION
0;62;167;a3c6e85cd33cb80a;TEST CHAMBER;CHAMBRE D'ESSAI;TRANSLATED_PRODUCTION
0;62;168;ff97e9048039b90a;Report Kronos container;Signaler : conteneur de Kronos;TRANSLATED_PRODUCTION
0;62;169;fbc6bf0f8039b90a;BRIDGE;PASSERELLE;TRANSLATED_PRODUCTION
0;62;170;a9c3eb0d8069b90a;TRANSPORT;TRANSPORT;TRANSLATED_PRODUCTION
0;62;171;acc2bb0b856ab90a;EXCAVATOR;EXCAVATRICE;TRANSLATED_PRODUCTION
0;62;172;fbc0bf59d03bba0a;Report equipment;Signaler : équipement;TRANSLATED_PRODUCTION
0;62;173;a9c3bd5e8268ba0a;Report casualty;Signaler : victime;TRANSLATED_PRODUCTION
0;62;174;a396bc0bd068bd0a;DEFAULT POI;DEFAULT POI;TECHNICAL_KEEP_EN
0;62;175;fbc1be0fd568bd0a;POPCORN;POPCORN;PROPER_NOUN_KEEP
0;62;176;ffc2b908d56fbd0a;New localized string;New localized string;TECHNICAL_KEEP_EN
0;62;177;afcbbf59da6abf0a;DEVICE;APPAREIL;TRANSLATED_PRODUCTION
0;62;178;acc7e90bda39e20a;EARTH;TERRE;TRANSLATED_PRODUCTION
0;62;179;ad92bc5cd63ce20a;Report conduit;Signaler : conduit;TRANSLATED_PRODUCTION
0;62;180;a2c4bc08d36ae20a;CARGO;CARGAISON;TRANSLATED_PRODUCTION
0;62;181;ffc7ee05d56ee20a;BIO MASS TORPEDO;TORPILLE DE BIOMASSE;TRANSLATED_PRODUCTION
0;62;182;a9c5be5fd739e30a;Examine server;Examiner : serveur;TRANSLATED_PRODUCTION
0;62;183;a8c2ba58853ae30a;Report photograph;Signaler : photographie;TRANSLATED_PRODUCTION
0;62;184;ff92bb0e813be30a;SCRAMBLED IMAGE;IMAGE BROUILLEE;TRANSLATED_PRODUCTION
0;62;185;fecab85f823be30a;SHELL;CHASSIS;TRANSLATED_PRODUCTION
0;62;186;fccbb905d26de30a;INTACT HOUSING;BOITIER INTACT;TRANSLATED_PRODUCTION
0;62;187;aacbb35ed039e80a;NETWORK TERMINAL;TERMINAL RESEAU;TRANSLATED_PRODUCTION
0;62;188;fc95ba0e813de80a;RCS THRUSTER;PROPULSEUR RCS;TRANSLATED_PRODUCTION
0;62;189;a395bd09d76ae80a;CLOAK EMITTER;EMETTEUR DE CAMOUFLAGE;TRANSLATED_PRODUCTION
0;62;190;ac95b90e803ae90a;CREST;EMBLEME;TRANSLATED_PRODUCTION
0;62;191;a8cabf0a8169e90a;SERVICE X-3 (SHELL);X-3 DE SERVICE (CHASSIS);TRANSLATED_PRODUCTION
0;62;192;a2c3e95bd06ae90a;Report directory;Signaler : annuaire;TRANSLATED_PRODUCTION
0;62;193;fec5eb0bd438ea0a;What happened?;Quoi donc ?;GLOBAL_DIALOGUE_CHAR_LIMITED
0;62;194;a2c4eb088639ea0a;ADAM;ADAM;PROPER_NOUN_KEEP
0;62;195;ac91ec5e803dea0a;Report container;Signaler : conteneur;TRANSLATED_PRODUCTION
0;62;196;abcbb904d26fea0a;Examine Bio Mass;Examiner : biomasse;TRANSLATED_PRODUCTION
0;62;197;ad91e80e8634eb0a;ELECTRICAL BYPASS;DERIVATION ELECTRIQUE;TRANSLATED_PRODUCTION
0;62;198;fcc3bb588568eb0a;Nag 3;Nag 3;TECHNICAL_KEEP_EN
0;62;199;fe90ec5bd46deb0a;TOY;JOUET;TRANSLATED_PRODUCTION
0;62;200;aecaeb5eda6eeb0a;Report crest;Signaler : emblème;TRANSLATED_PRODUCTION
0;62;201;f991ec5c8539ec0a;Report book;Signaler : livre;TRANSLATED_PRODUCTION
0;62;202;f8c5b3048668ec0a;HOUSING G2;BOITIER G2;TRANSLATED_PRODUCTION
0;62;203;a990bf0ed269ec0a;MANUAL IGNITION;ALLUMAGE MANUEL;TRANSLATED_PRODUCTION
0;62;204;afcaeb05d76eec0a;DOOR;PORTE;TRANSLATED_PRODUCTION
0;62;205;aec6bf5bd23aed0a;Report intake;Signaler : admission;TRANSLATED_PRODUCTION
0;62;206;ab96eb5ed06eed0a;Report plaque;Signaler : plaque;TRANSLATED_PRODUCTION
0;62;207;adc2eb09d16eed0a;FULL CANISTER;CONTENEUR PLEIN;TRANSLATED_PRODUCTION
0;62;208;fcc1e905d438ee0a;SERVER BLADE;LAME SERVEUR;TRANSLATED_PRODUCTION
0;62;209;a9c2ef0ada6dee0a;Report fuel cell;Signaler : pile à combustible;TRANSLATED_PRODUCTION
0;62;210;ae96b958d435ef0a;Report switch;Signaler : interrupteur;TRANSLATED_PRODUCTION
0;62;211;f8c1b85cd138ef0a;Report Jupiter;Signaler : Jupiter;TRANSLATED_PRODUCTION
0;62;212;a296b958d73fef0a;REYES;REYES;PROPER_NOUN_KEEP
0;62;213;fecaee0f806eef0a;(ALL CAPS PLEASE);(ALL CAPS PLEASE);TECHNICAL_KEEP_EN
0;62;214;fb91b35b813ab80b;Examine torpedo;Examiner : torpille;TRANSLATED_PRODUCTION
0;62;215;a8c1bb0d8268b80b;TRANSPORT;TRANSPORT;TRANSLATED_PRODUCTION
0;62;216;fe96b808d26db80b;SIGN;PANNEAU;TRANSLATED_PRODUCTION
0;62;217;f9cab309813ab90b;BAY DOOR CONTROLS;COMMANDES DE PORTE DE BAIE;TRANSLATED_PRODUCTION
0;62;218;adc3be0fdb6db90b;STASIS PROTOTYPE;PROTOTYPE DE STASE;TRANSLATED_PRODUCTION
0;62;219;fccbbe0dd438ba0b;Examine door;Examiner : porte;TRANSLATED_PRODUCTION
0;62;220;fcc7b90dd23aba0b;PHOTOGRAPH;PHOTOGRAPHIE;TRANSLATED_PRODUCTION
0;62;221;abc4b208d36fba0b;INDUCTION PANEL;PANNEAU D'INDUCTION;TRANSLATED_PRODUCTION
0;62;222;af90eb05d238bd0b;GANGWAY;PASSERELLE;TRANSLATED_PRODUCTION
0;62;223;afc4b20a853fbe0b;PYLON;PYLONE;TRANSLATED_PRODUCTION
0;62;224;ad95bb0f856abe0b;Examine platform;Examiner : plateforme;TRANSLATED_PRODUCTION
0;62;225;aacbe90cd335bf0b;EVA HELMET;CASQUE EVA;TRANSLATED_PRODUCTION
0;62;226;aac0eb5e863ebf0b;FURY TRANSPORT;TRANSPORT FURY;TRANSLATED_PRODUCTION
0;62;227;fbc5b808873ebf0b;GEN_A_CONTROL;GEN_A_CONTROL;TECHNICAL_KEEP_EN
0;62;228;a992b25bd46abf0b;FUEL HOUSING;LOGEMENT DE PILE A COMBUSTIBLE;QA_REVISED
0;62;229;f891ec5b823be20b;CONTROL PANEL;PANNEAU DE COMMANDE;TRANSLATED_PRODUCTION
0;62;230;adc3e908873ce20b;How long?;Combien ?;GLOBAL_DIALOGUE_CHAR_LIMITED
0;62;231;fec4bc5bd53be90b;REACTOR;REACTEUR;TRANSLATED_PRODUCTION
0;62;232;ac92bb0c853ce90b;TREADMILL;TAPIS DE COURSE;TRANSLATED_PRODUCTION
0;62;233;acc6ec5f823ee90b;MEDICAL SCANNER;SCANNER MEDICAL;TRANSLATED_PRODUCTION
0;62;234;ac96e909d33ee90b;MUSIC PLAYER;LECTEUR DE MUSIQUE;TRANSLATED_PRODUCTION
0;62;235;f892bb08876de90b;KEYPAD (CODE: 1451);CLAVIER (CODE : 1451);TRANSLATED_PRODUCTION
0;62;236;ff90ba0c8034ea0b;DOORS;PORTES;TRANSLATED_PRODUCTION
0;62;237;fb92ec058069ea0b;Report note;Signaler : note;TRANSLATED_PRODUCTION
0;62;238;f8cbbd5e826aeb0b;SWITCH;INTERRUPTEUR;TRANSLATED_PRODUCTION
0;62;239;fc97be0fd16aeb0b;Report screen;Signaler : écran;TRANSLATED_PRODUCTION
0;62;240;ad92be0dd06deb0b;Report cube-sat;Signaler : CubeSat;TRANSLATED_PRODUCTION
0;62;241;fccbbe08d46eec0b;MELBOURNE;MELBOURNE;PROPER_NOUN_KEEP
0;62;242;abc3ee0a8735ed0b;Report panel;Signaler : panneau;TRANSLATED_PRODUCTION
0;62;243;a2c7be5b873bed0b;Report fabricator;Signaler : fabricateur;TRANSLATED_PRODUCTION
0;62;244;a297b908d03ded0b;Report munitions;Signaler : munitions;TRANSLATED_PRODUCTION
0;62;245;f8cbeb59db35ef0b;Report photo;Signaler : photo;TRANSLATED_PRODUCTION
0;62;246;adc2eb0ad439ef0b;Report unknown;Signaler : élément inconnu;TRANSLATED_PRODUCTION
0;62;247;a297e90c863def0b;Report torpedo;Signaler : torpille;TRANSLATED_PRODUCTION
0;62;248;ffc4b30dd63def0b;RHEA;RHEA;PROPER_NOUN_KEEP
0;62;249;fc97ee058539b80c;SYSTEM COMPONENTS;COMPOSANTS SYSTEME;TRANSLATED_PRODUCTION
0;62;250;fec7bc08d66ab80c;BIO MASS;BIOMASSE;TRANSLATED_PRODUCTION
0;62;251;aecaba5fd138b90c;You've been here a while?;Vous êtes ici depuis longtemps ?;TRANSLATED_PRODUCTION
0;62;252;aec5b959d43cb90c;Report Transport;Signaler : transport;TRANSLATED_PRODUCTION
0;62;253;fe92e808d73cb90c;Report wires;Signaler : fils;TRANSLATED_PRODUCTION
0;62;254;a3c3b205d23db90c;Your ship is old...;Votre vaisseau est ancien...;TRANSLATED_PRODUCTION
0;62;255;ad97e90c8069b90c;Report Anomaly;Signaler : anomalie;TRANSLATED_PRODUCTION
0;62;256;a8c6be0ad56db90c;CONSTRUCTION SHELL;CHASSIS DE CONSTRUCTION;TRANSLATED_PRODUCTION
0;62;257;aa90e80a8135ba0c;Report Kronos bay;Signaler : baie de Kronos;TRANSLATED_PRODUCTION
0;62;258;a891e904d53eba0c;Report emitter;Signaler : émetteur;TRANSLATED_PRODUCTION
0;62;259;f997b90dd568ba0c;OBTAIN SHIELD 2;OBTENIR LE BOUCLIER 2;TRANSLATED_PRODUCTION
0;62;260;a9c7bb0d826aba0c;TERMINAL;TERMINAL;TRANSLATED_PRODUCTION
