chunk;assetRecord;slot;idHex;textEN;oldTextFR;newTextFR;status;reason;englishChars;oldChars;newChars
58;55;234;f0225c6b3b820775;Gesture recognition successful. I am 'optimistic' as well.;Geste reconnu. Moi aussi, je suis «optimiste».;Geste reconnu. Moi aussi, je suis « optimiste ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;58;46;48
58;55;245;a0705a683cd20376;Your 'non-verbal-communication protocols' may need updating.;Vos «protocoles non verbaux» doivent être revus, peut-être.;Vos « protocoles non verbaux » doivent être revus.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;60;59;50
58;55;250;a3730c393cd00676;Perhaps you are requesting I engage the 'Peacekeeper Protocol'?;Vous demandez peut-être le «protocole Gardien de la paix» ?;Vous demandez peut-être le « protocole Gardien de la paix » ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;63;59;61
58;81;257;0c55ad426e6ff1f5;The 'Factory Recall Protocol' may need to be enacted...;Il faudra peut-être activer le «rappel en usine»...;Il faudra peut-être activer le « rappel en usine »...;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;55;51;53
58;121;26;6a660908f8d23c96;"Agreed. I, too, believe the fabricators are quite ""cool.""";D'accord. Moi aussi, je trouve les fabricateurs «cool».;D'accord. Moi aussi, je trouve les fabricateurs « cool ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;57;55;57
58;162;15;6890b0a6e0682ab6;Holy sh--!;Putain--!;Putain-- !;PUNCT_GRAMMAR_QA_V0.8.58.4.10;SAFE_FRENCH_PUNCT_SPACE;10;9;10
58;166;11;68d6f52da0a7fbe3;The 'Ocular Overload Protocol' is not currently applicable...;Le «protocole de surcharge oculaire» ne s'applique pas...;Le « protocole de surcharge oculaire » ne s'applique pas...;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;61;57;59
69;87;58;0705f558e6abdeb2;How are you feeling?;Vous vous sentez ?;Vous allez bien ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;NATURAL_FRENCH_CERTAIN;20;18;17
69;87;149;22b88c34d584d923;How are you feeling?;Vous vous sentez ?;Vous allez bien ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;NATURAL_FRENCH_CERTAIN;20;18;17
69;87;234;72e6db6ed1d5842b;How are you feeling?;Vous vous sentez ?;Vous allez bien ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;NATURAL_FRENCH_CERTAIN;20;18;17
74;34;85;0b0da13b02996e0e;Therefore, we must enact the 'Message-in-a-Bottle Protocol'.;Appliquons donc le «protocole bouteille à la mer».;Appliquons donc le « protocole bouteille à la mer ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;60;50;52
74;179;167;1f46a5adc6fa2b41;You're referring to our current method of 'digital' time-travel?;Vous parlez de notre voyage temporel «numérique» actuel ?;Vous parlez de notre voyage temporel « numérique » actuel ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;64;57;59
74;179;248;4945f0ad91ff7b4d;Agreed. I revise my assessment to 'semi-functional.';D'accord. Je revois mon verdict: «semi-fonctionnel».;D'accord. Verdict revu : « semi-fonctionnel ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;52;52;46
80;163;28;472d8a1f579a5785;Short version? I was the one who found out how far was too far.;Version courte ? J'ai découvert jusqu'où était «trop loin».;Version courte ? J'ai découvert jusqu'où était « trop loin ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;63;59;61
80;163;465;5e02425b1dc90255;"I didn't ""start a fire."" There was an accidental flare up.";J'ai pas «allumé un feu». C'était une flambée imprévue.;J'ai pas « allumé un feu ». C'était une flambée imprévue.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;58;55;57
80;163;711;5b0c475b1dc90255;"Captain Rhodes, are you aware of the phrase, ""ignorance is bliss?""";Capitaine Rhodes, connaissez-vous «l'ignorance est un bonheur» ?;Capitaine Rhodes, connaissez-vous « l'ignorance est un bonheur » ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;66;64;66
104;93;35;c0e11850fcf53e12;Could someone please tell this android to stop flailing about.;Quelqu'un peut dire à cet androide d'arrêter de gesticuler?;Quelqu'un peut dire à cet androide d'arrêter de gesticuler ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;SAFE_FRENCH_PUNCT_SPACE;62;59;60
104;186;8;9d999c2df6a486e5;Captain Rhodes, well you pelase get your android under control.;Capitaine Rhodes, pouvez-vous maîtriser votre androide?;Capitaine Rhodes, pouvez-vous maîtriser votre androide ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;SAFE_FRENCH_PUNCT_SPACE;63;55;56
112;68;2;16ca74b51e3bbf80;Audio log, Message from Director that if anyone is still alive at the Auxiliary Habitat Power station, they can shut it down: she has confirmation that the Hab A families were able to escape (thanks to them keeping it running)... and nobody left on the station is making it out alive. She orders the X-3s to transfer to the escape vessels, they're done here;Journal audio : la Directrice annonce que si quelqu'un est encore en vie à la centrale auxiliaire de l'habitat, il peut l'arrêter. Elle a confirmation que les familles de l'Habitat A ont pu s'échapper grâce au maintien de l'alimentation... et que personne d'autre encore présent sur la station ne s'en sortira. Elle ordonne aux X-3 de rejoindre les vaisseaux d'évacuation : leur travail ici est terminé.;Journal audio : la directrice annonce que si quelqu'un est encore en vie à la centrale auxiliaire de l'habitat, il peut l'arrêter. Elle a confirmation que les familles de l'Habitat A ont pu s'échapper grâce au maintien de l'alimentation... et que personne d'autre encore présent sur la station ne s'en sortira. Elle ordonne aux X-3 de rejoindre les vaisseaux d'évacuation : leur travail ici est terminé.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;RUNNING_TITLE_LOWERCASE_DIRECTRICE;357;403;403
112;68;21;139d25b01c3fb786;Audio log, Message from Director that if anyone is still alive at the Auxiliary Habitat Power station, they can shut it down: she has confirmation that the Hab A families were able to escape (thanks to them keeping it running)... and nobody left on the station is making it out alive. She orders the X-3s to transfer to the escape vessels, they're done here;Journal audio : la Directrice annonce que si quelqu'un est encore en vie à la centrale auxiliaire de l'habitat, il peut l'arrêter. Elle a confirmation que les familles de l'Habitat A ont pu s'échapper grâce au maintien de l'alimentation... et que personne d'autre encore présent sur la station ne s'en sortira. Elle ordonne aux X-3 de rejoindre les vaisseaux d'évacuation : leur travail ici est terminé.;Journal audio : la directrice annonce que si quelqu'un est encore en vie à la centrale auxiliaire de l'habitat, il peut l'arrêter. Elle a confirmation que les familles de l'Habitat A ont pu s'échapper grâce au maintien de l'alimentation... et que personne d'autre encore présent sur la station ne s'en sortira. Elle ordonne aux X-3 de rejoindre les vaisseaux d'évacuation : leur travail ici est terminé.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;RUNNING_TITLE_LOWERCASE_DIRECTRICE;357;403;403
112;68;66;109b76b04a6aeed6;Audio log, Message from Director that if anyone is still alive at the Auxiliary Habitat Power station, they can shut it down: she has confirmation that the Hab A families were able to escape (thanks to them keeping it running)... and nobody left on the station is making it out alive. She orders the X-3s to transfer to the escape vessels, they're done here;Journal audio : la Directrice annonce que si quelqu'un est encore en vie à la centrale auxiliaire de l'habitat, il peut l'arrêter. Elle a confirmation que les familles de l'Habitat A ont pu s'échapper grâce au maintien de l'alimentation... et que personne d'autre encore présent sur la station ne s'en sortira. Elle ordonne aux X-3 de rejoindre les vaisseaux d'évacuation : leur travail ici est terminé.;Journal audio : la directrice annonce que si quelqu'un est encore en vie à la centrale auxiliaire de l'habitat, il peut l'arrêter. Elle a confirmation que les familles de l'Habitat A ont pu s'échapper grâce au maintien de l'alimentation... et que personne d'autre encore présent sur la station ne s'en sortira. Elle ordonne aux X-3 de rejoindre les vaisseaux d'évacuation : leur travail ici est terminé.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;RUNNING_TITLE_LOWERCASE_DIRECTRICE;357;403;403
113;107;247;84a71065542bd66f;"Is this ""containment area"" where the outbreak started?";Cette «zone de confinement», tout a commencé là ?;Cette « zone de confinement », tout a commencé là ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;54;49;51
113;157;180;e9b2549ed72c976f;'Chaperon Protocol' is still in effect--what is my assignment?;Le «protocole Chaperon» reste actif : quelle est ma mission ?;Le « protocole Chaperon » reste actif : ma mission ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;62;61;52
120;52;53;352f43e39380f6fa;"Another one of the ""web"" forms. I still have no way to bypass.";Encore une forme «toile». Toujours aucun moyen de passer.;Encore une forme « toile ». Toujours aucun moyen de passer.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;62;57;59
126;102;22;f69c4f5d2cc6ff1a;"Technically, the correct term for a group of Ticks is a ""Murder.""";Le terme exact pour un groupe de Ticks est un «meurtre».;Le terme exact pour un groupe de Ticks est un « meurtre ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;65;56;58
130;101;108;39e4f73708999af5;You can control your android, can't you, Captain?;Vous contrôlez votre androide, capitaine?;Vous contrôlez votre androide, capitaine ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;SAFE_FRENCH_PUNCT_SPACE;49;41;42
130;101;297;428ef5592a453178;Is something wrong with the android's navigation?;La navigation de l'androide a un problème?;La navigation de l'androide a un problème ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;SAFE_FRENCH_PUNCT_SPACE;49;42;43
130;131;7;d1004ff3b1d4b221;"""'Do not open...'";«Ne pas ouvrir»;« Ne pas ouvrir »;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;17;15;17
130;131;37;d05042f6ead4ed21;"Affirmative. Self-existence is ""X-3 Unit 12."" Refund question?";Affirmatif. Identité : «Unité X-3 12». Remboursement ?;Affirmatif. Identité : « Unité X-3 12 ». Remboursement ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;62;54;56
130;131;71;82544ea4efd2e722;Do you have anything further for the Director, ma'am?;Avez-vous autre chose à transmettre à la Directrice, madame ?;Avez-vous autre chose à transmettre à la directrice, madame ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;RUNNING_TITLE_LOWERCASE_DIRECTRICE;53;61;61
130;131;75;dd5512a0edd7ec22;"Idiom: ""Domicile exists where the love-organ remains.""";Dicton : «Le foyer est là où demeure le coeur.»;Dicton : « Le foyer est là où demeure le coeur. »;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;54;47;49
130;131;117;855d17a4ead0b524;Message from Director that if anyone is still alive at the Auxiliary Habitat Power station, they can shut it down: she has confirmation that the Hab A families were able to escape (thanks to them keeping it running)... and nobody left on the station is making it out alive. She orders the X-3s to transfer to the escape vessels, they're done here.;Message de la Directrice : si quelqu'un est encore en vie à la centrale électrique auxiliaire de l'Habitat, il peut l'arrêter. Elle a reçu confirmation que les familles de l'Habitat A ont pu s'échapper grâce à leur maintien de l'installation... et personne restant sur la station n'en sortira vivant. Elle ordonne aux X-3 de se transférer vers les vaisseaux d'évacuation : leur travail ici est terminé.;Message de la directrice : si quelqu'un est encore en vie à la centrale électrique auxiliaire de l'Habitat, il peut l'arrêter. Elle a reçu confirmation que les familles de l'Habitat A ont pu s'échapper grâce à leur maintien de l'installation... et personne restant sur la station n'en sortira vivant. Elle ordonne aux X-3 de se transférer vers les vaisseaux d'évacuation : leur travail ici est terminé.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;RUNNING_TITLE_LOWERCASE_DIRECTRICE;347;402;402
130;131;147;805247a3bcd0e125;Acknowledged, Director. I will be sure to make special note of your actions in my debriefing.;Reçu, Directrice. Je veillerai à mentionner tout très vos actions dans mon rapport.;Reçu, Directrice. Je veillerai à bien mentionner vos actions dans mon rapport.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;CERTAIN_GRAMMAR_TYPO;93;83;78
130;131;153;d65045f0bfd7e225;Audio log: Message from Director that if anyone is still alive at the Auxiliary Habitat Power station, they can shut it down: she has confirmation that the Hab A families were able to escape (thanks to them keeping it running)... and nobody left on the station is making it out alive. She orders the X-3s to transfer to the escape vessels, they're done here.;Journal audio : message de la Directrice indiquant que si quelqu'un est encore en vie à la centrale électrique auxiliaire de l'Habitat, il peut l'arrêter. Elle a confirmation que les familles de l'Habitat A ont réussi à s'échapper grâce à leur maintien de l'installation... et personne encore présent sur la station n'en sortira vivant. Elle ordonne aux X-3 de se transférer vers les vaisseaux d'évacuation : leur travail ici est terminé.;Journal audio : message de la directrice indiquant que si quelqu'un est encore en vie à la centrale électrique auxiliaire de l'Habitat, il peut l'arrêter. Elle a confirmation que les familles de l'Habitat A ont réussi à s'échapper grâce à leur maintien de l'installation... et personne encore présent sur la station n'en sortira vivant. Elle ordonne aux X-3 de se transférer vers les vaisseaux d'évacuation : leur travail ici est terminé.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;RUNNING_TITLE_LOWERCASE_DIRECTRICE;358;438;438
130;131;315;815117f4be83e073;Do you have any further missives for the Director's perusal, sir?;Avez-vous d'autres missives à soumettre à la Directrice, monsieur ?;Avez-vous d'autres missives à soumettre à la directrice, monsieur ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;RUNNING_TITLE_LOWERCASE_DIRECTRICE;65;67;67
130;160;436;a6c67cab623bec08;"We classify it as a ""Reticulated Type-B Bio Mass Organism.""";Nous le classons «organisme de biomasse réticulé type B».;Nous le classons « organisme de biomasse réticulé type B ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;59;57;59
130;160;1014;a0932dfb646dbf0f;"Do you ""remember"" shutting down and erasing yourself?";Vous «souvenez»-vous de vous être arrêtée et effacée?;Vous vous « souvenez » de votre arrêt et effacement ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;53;53;53
130;160;1527;a7c779ac6337e459;"This must be the ""evolved Bio Mass form"" Dr. Harlan mentioned.";Ça doit être la «biomasse évoluée» évoquée par le Dr Harlan.;Ça doit être la « biomasse évoluée » évoquée par le Dr Harlan.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;62;60;62
130;160;1740;f4c22cfe666abe5b;Quick, try a 'flick and release' motion to throw the Tick.;Vite, faites un «coup sec puis lâchez» pour jeter le Tick.;Vite, faites un « coup sec » puis lâchez le Tick.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;58;58;49
130;160;1980;f2947afa6268b95d;"So then one might consider its presence here an... ""anomaly.""";Sa présence ici pourrait donc être une... «anomalie».;Sa présence ici pourrait donc être une... « anomalie ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;61;53;55
130;160;2031;a1c62cfa6139e85d;Or... the last shell of one of my squadmates, 'Delta Six'.;Ou... le dernier châssis d'un coéquipier, «Delta Six».;Ou... le dernier châssis d'un coéquipier, « Delta Six ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;58;54;56
134;67;88;432981361d73bcbe;Jack, please continue firing your 'Pulsar' at the last target.;Jack, continuez à tirer au «Pulsar» sur la dernière cible.;Jack, continuez à tirer au « Pulsar » sur la dernière cible.;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;62;58;60
134;67;253;4578843b1473bdeb;Next is your armament. This unit is equipped with an M19C Repeater, designation 'Pulsar.' Jack... are you comfortable wielding a firearm?;"Passons à votre arme. Cette unité est équipée d'un Répéteur M19C, désignation ""Pulsar"". Jack... êtes-vous à l'aise avec une arme à feu?";"Passons à votre arme. Cette unité est équipée d'un Répéteur M19C, désignation ""Pulsar"". Jack... êtes-vous à l'aise avec une arme à feu ?";PUNCT_GRAMMAR_QA_V0.8.58.4.10;SAFE_FRENCH_PUNCT_SPACE;137;135;136
134;153;46;575592dcae3ca1c5;"I skimmed something about extending the ""projector arms.""";J'ai lu sur l'extension des «bras projecteurs».;J'ai lu sur l'extension des « bras projecteurs ».;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;57;47;49
134;153;47;5c5592dcae3ca1c5;"""Oops?"" Been a while since you've ""oops""'ed. What happened?";«Oups ?» Ça faisait longtemps. Qu'est-ce qui s'est passé ?;« Oups ? » Ça faisait longtemps. Que s'est-il passé ?;PUNCT_GRAMMAR_QA_V0.8.58.4.10;FRENCH_GUILLEMET_SPACING;59;58;53
