sourcePath;originalSize;originalSHA256;resultSize;resultSHA256;originalSections;newSectionRVA;newSectionRawOffset;newSectionVirtualSize;newSectionRawSize;translatedRows;identicalRows;xrefCount;patchOperationCount;patchDataOffset;patchDataLength
2dff2b229b55727a.dll;32256;9f8ec4b226751d72b63b75dcbcee47ed420a452bba3a2afd55dc974f1b28f732;32768;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;32256;213;512;5;0;5;16;27708;669
2ee23acc113b7ccf.dll;145408;7292412ecd7d26d0510d5c9d6b1793ca6dfc9168a33edcf92fa4b8daf21908a8;145920;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x28000;145408;150;512;6;0;6;17;28377;686
2f51871b6dd3ce1b.dll;83968;37c86357390eda065e7ce63bf18f4ba78b5412bae4fd26d9eb7f99c180153078;84480;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x19000;83968;35;512;1;0;1;12;29063;631
3066c75655c72c9b.dll;34304;3b9763b432809d4c577f08dc36e3b20ee3d022a61939585b3ee4b9bdcbd474c7;34816;0331e84251475fb5a29fa1bec0d63e75ffa9208573bad6e620e29e082adfc321;5;0xD000;34304;192;512;1;0;1;12;29694;629
30ed79e8dd757ab8.dll;30208;e8a6da674101518b75c6f7b7cbb7ae86bac2906ab69ac48a81d3956045cdbc85;30720;a4a6b74ffda7d4c945bf39828c90e2c09b1ee570fc035ed6735a00a9cb6dad23;5;0xC000;30208;67;512;1;0;1;12;30323;629
30ed79e8dd757ab9.dll;30208;0b1da1bba6e5c6c3831c6a3c43548f2928a3d59f3b3a7048359855f173b9bd75;30720;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;30208;68;512;1;0;1;12;30952;629
30ed79e8dd757abb.dll;30208;d83247643e27f33a786f3f6527d157fce20883abcdfcb40926b130bdb70df900;30720;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;30208;60;512;1;0;1;12;31581;629
314a8a89748e1de1.dll;39936;b718360822a5854c0f52ebcabf7b22e10a4dfd81904ba5612119ec50eea8a847;40448;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xE000;39936;133;512;2;0;2;13;32210;639
323ae059269e7d1f.dll;308224;ebf936ddf9fd49e9c8ea55e20fde2c7c072e738694ad8b26faeffe547ceb257c;308736;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x4F000;308224;82;512;3;0;3;14;32849;655
32a77b475c16c7ed.dll;67584;fa453df0811eb48b48085be5a39757105ad0e97b8d64e2d6bfbdfb231fa3290c;68096;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x14000;67584;40;512;2;0;2;13;33504;641
32c3292bc9881193.dll;95232;baa03b26d3f12b537f2824ffd8f72f4c0f64c127ee5a90b15c7b08fd332b8338;95744;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x1B000;95232;186;512;8;0;8;19;34145;701
332899a6cfca8117.dll;50176;893b072e02e7c448adc347da5174b511b9ac968ce347dd35be9ba6414d3e488a;50688;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x10000;50176;25;512;1;0;1;12;34846;629
35571134d04149b6.dll;37376;25c6516f24b50323d7c4a1d398f618a2e00c0ee099521ffce71f21ca60688d10;37888;6705b34d61f6d116b56701c56e049e29fbda7276bff1e296092ef3827d0b9a3e;5;0xD000;37376;40;512;1;0;1;12;35475;629
375e675dc681dbd6.dll;40960;9baa11cf9df44f2cbd5550acdb83eea72cf1323d63b316b31abbc82145d44039;41472;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xE000;40960;141;512;3;0;3;14;36104;649
3b91e5885e9df717.dll;69632;494f88a8e39cb1b0a7d06c204edc4fdaedf44c6a35c892e3bb7afe1b17a16ffa;70144;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x15000;69632;146;512;5;0;5;16;36753;671
3be4e45e773e6ebf.dll;127488;2ced4b8c776897b312166a29782b1a5e191c835a850b096616b220270e6214ed;128000;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x22000;127488;169;512;7;0;7;18;37424;697
3c092d56b3109fe9.dll;358912;68a554f5e4526b164d394035d465a7c977dfa58d0fadeaba6acba1fef7c4f2be;359424;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x5B000;358912;54;512;2;0;2;13;38121;643
3f243981e4f25577.dll;33792;32302f99ab232b33985f07b052e30603a4cf591b431c04ae8400d3a1e3851669;34304;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xD000;33792;68;512;1;0;1;12;38764;629
3faae55a7bd9f899.dll;55296;de7cc7d752ecd8781cb0c621501d3108ab45e8036fcf10567b2595621d992690;55808;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x11000;55296;46;512;2;0;2;13;39393;640
41c7327fcdeed804.dll;30208;9aad5ebbbbbc1fc5519861979ce9d33123d76f9bf1968e7d249c83a927693805;30720;517d1e7c09763e434e8f840c3d073148e86018219d9c44a8810964bb8e58e5a9;5;0xC000;30208;63;512;1;0;1;12;40033;629
4266e5d0aee38f57.dll;748544;c03b8fe195c3a8fc5365e9871f4147db0c23a391e5b80c7d7cb0a0cc7bd5cec2;749056;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xBA000;748544;326;512;10;0;10;21;40662;731
44879bb72cecb781.dll;32256;d856948ea4a7b6937defc461bc832deb329961e71946a419bd63aaac0cc14c6e;32768;139a9dfbe0e7768b07c4f92d4146ac0fa981bc6267037d6dc718780bf427ae8c;5;0xC000;32256;44;512;1;0;1;12;41393;629
45a991063062583c.dll;34304;bcde3d8bf8626aea348809227187306d16190f6fc4d708a386cdde121e159d6d;34816;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xD000;34304;136;512;2;0;2;13;42022;639
45b4f03c3b6dfa5d.dll;30208;0c01c26105c9780a9eee2e0f416d5b766b6df4e629268426716d6bbb48b3ac2a;30720;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;30208;86;512;2;0;2;13;42661;639
46b82f6e491865b0.dll;33792;472ddff56d6e59428cbacd7e74c936f58d0fc95686d3c09616d6f0aba96e189f;34304;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xD000;33792;57;512;1;0;1;12;43300;629
479eb4f3820b04cf.dll;420352;fe3c5eee1ab42677f0eefa4215976b0464b78f80ca6da529a1a406aa01a9d076;421376;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x6A000;420352;723;1024;26;0;26;37;43929;1417
4899a0d85580de08.dll;32256;e4986add0ea70a017a81c928b00c00f2ff7e47ad3f8125e905670ddb921a363d;32768;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;32256;61;512;1;0;1;12;45346;629
496889754a69cf9d.dll;97792;6915eb880a93c5c629438a200eb5eda6ead82e26cbd19f3f0558cc2e32090e55;98304;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x1C000;97792;93;512;4;0;4;15;45975;661
4a3c798543957286.dll;31232;1bf8ef1be1ac7ade3a7edfd8c88118cae78ae2dd64ca20ba759b61e19d7e34d6;31744;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;31232;66;512;1;0;1;12;46636;629
4c084fdca86ab391.dll;32256;ba37d7b5f1a65e74e914d7240dc2d4b4703a071323703e6668db4f22f482793b;32768;2bde9723936f7191f4e70be232aca47f098e3cf1d8f0fcb1b76643056519511b;5;0xC000;32256;33;512;1;0;1;12;47265;629
4cdd222352336853.dll;215040;7560768a19f3eb01feb2840fe31b34e5527c6dc1390e01b70927f68e9e9ab78d;215552;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x38000;215040;109;512;3;0;3;14;47894;651
4f1ae4956a2ee501.dll;339968;1c7b6896ffd5f3cce8c65ac779fd8fc6de1ea56cd4a495f86fd964d99f7d4f90;340480;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x57000;339968;124;512;5;0;5;16;48545;676
5110a8d00a5963c1.dll;114688;d5a33bca1e9c7ace885a11d77d197a5f3cbeec581a289bc8e1dd5f89ba0174f1;115200;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x1F000;114688;76;512;2;0;2;13;49221;644
563d51c1874805d3.dll;101888;9531ed2e6373910f01df5ae229d730f7a6bdfaff5400827100c22a1971d91b19;102400;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x1D000;101888;210;512;8;0;8;19;49865;708
581b29574339b1c8.dll;29184;ad14a10d7d3382b0338b1f91bacf111d161584ac2c61305ff817eb0b07dd4f25;29696;436d130b2213fd205d49b84c8ab46d5829510c542c064667f751460c39a18043;5;0xC000;29184;28;512;1;0;1;12;50573;629
581b29574339b1c9.dll;29696;d3a073a89ec1799e967d6a5e9be48c47edd5db0d22811b1581fef9f18bc740eb;30208;26293abe84fcb695bc83561241e3837888ab8e73569a753f35811ca6e84e39fa;5;0xC000;29696;30;512;1;0;1;12;51202;629
581b29574339b1cd.dll;31744;57acd3b434a292c61e7b6a9a14fabb015d3f0c8ac3b7ffa7764d77f6ac915c53;32256;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;31744;246;512;4;0;4;15;51831;659
581b29574339b1ce.dll;31232;79698ce5692d7a35edcd0301cc1c7921435686275adda27e91dd52c83c42b379;31744;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;31232;131;512;3;0;3;14;52490;649
581b29574339b1cf.dll;29696;85f42876dbd4da16e7e5cda57895a60af219c56302b470a266cc3c5677d9c415;30208;5380978a6e99d66a78b5de953af4f46db81a1f0233300a3ed5ef8cf28645e44c;5;0xC000;29696;39;512;1;0;1;12;53139;629
5822afe5134562f5.dll;281600;2f44a813d0311531f255060fbb846c264df858f69a25c9885f74b53eb9d89750;282112;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x48000;281600;64;512;3;0;3;14;53768;653
5b01540455ff8a8f.dll;116736;1b2f87502f9e5b0de79524345e51c870c67c5635684baafd6c1dc08a1dc91407;117248;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x20000;116736;115;512;4;0;4;15;54421;664
5b9ed10a688a9aae.dll;35328;c013093c808fb3178a89e10244fb7538f73b160873b645e9e2c39c6efb11fb73;35840;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xD000;35328;122;512;3;0;3;14;55085;649
5c7392441970a5e0.dll;30208;51070d808ae26a981360d04f7f5d1211b7bc274b37232cc30d3238827e40c85b;30720;043e2405f31e34a0b0bb54fb900aa9ead20d9632c6460dd32b402aa5514df93c;5;0xC000;30208;25;512;1;0;1;12;55734;629
5c7392441970a5e1.dll;30208;90cbd269695676bb5e07e1a02d23635041177ccf436a1a8af71b20cf2738873e;30720;879ce5866ad84817227a9e00003759ffa6ea5f6c28f17eeb2278f056449c4b79;5;0xC000;30208;25;512;1;0;1;12;56363;629
5c7392441970a5e3.dll;30208;2b7050c0ba86dc55e02db8ee927209cff4c29b32e58bf91a8db78924033b5251;30720;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;30208;31;512;1;0;1;12;56992;629
5c7392441970a5e6.dll;30208;343b9b83fb7c8f6932faadf31116d66ce36b3612feee608779c03de3f2b01679;30720;199e26dc5f150d1d519e7d1170062f0776a91c41d6c28794caad493c0c317a68;5;0xC000;30208;26;512;1;0;1;12;57621;629
656025bffefae009.dll;33792;94b49e8c259969bbd880c3b646308de1e17efdd9788d5c08d81b8e4bcd9b2523;34304;f535349b42372fda70b493495368ead650428e0aee582a8f643c8cab6109e211;5;0xD000;33792;35;512;1;0;1;12;58250;629
6582a742dbf11668.dll;39936;6f47037cdb22ea019dbd66b9f9936cc19f4b6295d2ac6b6dbaf21bd41ea1633f;40448;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xE000;39936;350;512;7;0;7;18;58879;690
65e42dce27ff51e2.dll;31744;eeb6419e0ea1295c7d6981f3766329221104ea7bb47ebeabea4bd81852da934a;32256;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;31744;60;512;1;0;1;12;59569;629
66fba03cbfbae6b5.dll;32768;5acb0dc296bee67946d7236423d52301fa3cc35e25b6269949905e05ba4f6a39;33280;3e225988c0bdb2210c72794c8dccf82ab6181dfd4844b81afbb27a28f17a3bde;5;0xC000;32768;61;512;1;0;1;12;60198;629
6a96a2f0e4d8edec.dll;44032;c5b4363ca7b0b2fb96d4925e204a729ae2cf7a8b531c3874ee8c73913053e62a;45056;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xF000;44032;547;1024;8;0;8;19;60827;1213
6a9d36b36b0e009d.dll;50688;9bdb78d6713cc6d92ae7da99894d0f32dd5f118c4c7bd48a5d8d7f2b9d80fcaf;51200;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x10000;50688;27;512;1;0;1;12;62040;629
6e95e0e84b59a1ee.dll;32256;b922c8945bdc068db217a1634c12ee111583bfaa73092743e4e42889a70c61be;32768;b36798957b5a9e17a369ac9822da2edc0ab9fce3aeeeaa8cc442dee3bec5ef81;5;0xC000;32256;54;512;1;0;1;12;62669;629
6eddb8f2b06342b8.dll;32768;1f7e56079c7bc7cc422b39d4186aab7ebd1535ef43938c92f46244b1fadd8575;33280;34b4319c744919b6afcffe6953c7912afcddc451d2a2a94b364366ec457cd282;5;0xC000;32768;57;512;2;0;2;13;63298;639
6eeec730e3927c70.dll;35328;273824a624aaf0fbc93fdb848ddaef0d39660b5d0135ce06c851dd0fa72d4ea5;35840;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xD000;35328;67;512;2;0;2;13;63937;639
70a965c505f220e3.dll;95744;13ab96051a9f7bbb6d2318eb566fb7c0e7e601a357dc4c0db95ac5cdb66b1e6e;96256;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x1B000;95744;146;512;4;0;4;15;64576;661
712a9badee0d83ce.dll;115712;d6fc7f65099c30171b91c4fc6120be25bbe88750cd05a8c213f2cbb36e71a740;116224;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x20000;115712;50;512;3;0;3;14;65237;650
7148dadb69941d5d.dll;143360;e3495f5ae51aade35f184d0bfa5c2dc5f576d280f1dad1fd97edffd66285f77e;143872;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x27000;143360;58;512;2;0;2;13;65887;643
71a0e46394285f63.dll;58368;26360412e169b178d28905fc3d1eb26ec469fcc583970155c8172f9eb2afbae7;58880;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x12000;58368;47;512;2;0;2;13;66530;640
72ab7be324b1d907.dll;104448;0d33cbeb9326b5bce194ce482ce32fe0098d873434e25028e5ed5a83193efe2c;104960;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x1D000;104448;45;512;2;0;2;13;67170;641
72fce2be91f4e2ed.dll;73216;436a5e95f92d78980d77f1a1f78c3ab4fb547784c66abe1049909a4d3360c1d9;73728;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x15000;73216;50;512;2;0;2;13;67811;641
74b7908874284701.dll;155648;0d608aed6a103c98957e54c831b3ac304fb8d570dbfda8d5f15731083433db5d;156160;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x29000;155648;54;512;3;0;3;14;68452;653
76551341dcf0c24b.dll;139776;056623e8591b6fc74c08fcda39bf05cfda5d1bf5ab5df1038843969dbb508b00;140288;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x26000;139776;58;512;2;0;2;13;69105;643
78f3b62efad71bb1.dll;67584;8cfdf2fb17ca8f2ee0f818f98f236131bceed1edfe8d1758630dc2448c4a840a;68096;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x14000;67584;56;512;1;0;2;13;69748;642
7902dbc3a56f8213.dll;101888;a8b85f5ecc0a8b6d9ece3dbb32f26d6cdc0f61d3f714afe5f9ae1e1fba43492c;102400;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x1D000;101888;191;512;7;0;7;18;70390;694
7a1f5592268ad134.dll;33792;a6fa6260d5f54ce159bd0d465b3080f2bdd13fe619a5f9c8df1dada50f8e317e;34304;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xD000;33792;66;512;1;0;1;12;71084;629
7a2bcfeeb1c007ec.dll;30208;f79274be911a923ed9fb503fbc2589dc9223e38b230436ce6cf40a94e0fe5c63;30720;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;30208;141;512;2;0;2;13;71713;639
7b11398d58d0578d.dll;73728;5a1765de8cc111758d9beb888374a4847eb62f0eb758ac82ba12fb5d02132090;74240;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0x16000;73728;164;512;5;0;5;16;72352;671
7b13df24d386c8b2.dll;31232;dc8cfc8d6c2efaf0c877e9fb17eeeac2a33293b5b1e555f44a4f65ef328833ef;31744;RUNTIME_DETERMINISTIC_V0.8.58.4;5;0xC000;31232;22;512;1;0;1;12;73023;629
7b98c1855eeadf99.dll;30208;ed1ec9f15ab638842060d742f43bc38545e8aba375042efb0946b8e48bc02c68;30720;6b82199ee35f01af1322f1c2ba8c34c1d0bce9928b718a1df5c0222465bce261;5;0xC000;30208;59;512;1;0;1;12;73652;629
