sourcePath;originalSize;originalSHA256;resultSize;resultSHA256;originalSections;newSectionRVA;newSectionRawOffset;newSectionVirtualSize;newSectionRawSize;translatedRows;identicalRows;xrefCount;patchOperationCount;patchDataOffset;patchDataLength
004ffa265ee6f8f0.dll;31232;3b9498926732d4a99fd9177d5c5d023b179b962f2b50467e73aed11208d1eb0d;31744;00035e64437bac9521cae6038347184c0d31b0cec1ad7cf1008692452346c3a4;5;0xC000;31232;229;512;2;0;2;13;6983;639
0091f9a4c25f712d.dll;35328;466431964ac0c0396e06838b398647946884a978a5aeb1ef630dd6a557330e22;35840;05357b50e913432f2338cef589311e1de7ef85925a9138324d5084618ddce293;5;0xD000;35328;220;512;3;0;3;14;7622;649
00979640df3895d4.dll;37376;e2f08912bcb360015ca0025c8ffaab1cadc04a804df4ee8028ee7e23171a4ecb;37888;d3fe5fd9c1d8c157d2a8ed9474edba1e0d71684ae6898544656dc2ef95169279;5;0xD000;37376;99;512;2;0;2;13;8271;639
0097f9dee1860721.dll;35840;69cee2124a70c5d0e6a7c21f57ba3717d9a4d7c35c72147f96799e989da05814;36352;f0183558a5d0f679029aa435f2a0a09f3bd8e4bf4d4b3105c202a637ac4f372d;5;0xD000;35840;330;512;6;0;6;17;8910;680
00afbab9340f5c73.dll;35328;6fbdd3917bee33e83e0fbb9b3dc07c8f2c37ee571be0085173da07c7aff1d3dd;35840;5f88859bab2c9caa87236aaf02e9eb3a4ed2fc05337508899919acec01f98e7b;5;0xD000;35328;340;512;7;0;7;18;9590;690
00c6402e6bca16f9.dll;28672;2002bf7edbbb6312e6d27065f97879c00d872dfd5edcd0d5dd46972bf48a85a5;29184;ba855c463d2a9ab981c22fafffddc4c9138eebe1104e961ac5198172ceb17fd3;5;0xC000;28672;35;512;1;0;1;12;10280;629
00da10a017e36ba7.dll;28672;3887541a514066b6548666e759257130330bcaf371d9d8d10645fed917f1dea5;29184;e56d7c9db024843e104d30285d288031fbcb2c9f1035b276d43043b3e2fb57e4;5;0xC000;28672;82;512;2;0;2;13;10909;639
00e03d053f72be7f.dll;31232;12dbc9b5183168acb147e2725920cdc0e730d34abf2077cfa5f093b7a164dfee;31744;14563f062ef5df2443915377afa016a19f75a72fa283e9627ef458059a0596d6;5;0xC000;31232;257;512;3;0;3;14;11548;650
00edc42ac4fa63a9.dll;28672;c91a4c232944344e86841e16eea445549c10dbf164dd2038fa05346bba4362fe;29184;191594aab4df214d3eb8e85a1a1e982d4f6fd7df5875059e28f5bfa6f1aa2f39;5;0xC000;28672;14;512;1;0;1;12;12198;629
0101e5fa17d0746e.dll;36864;2801dd285d0fb5ad38152af2f4a45c2e4c1882097682daf2e42dae658748e674;37376;75ff1e7d1e1f5d5e65820dfa5e55f5d6d9cd17ad254a8159e4b0ba8ee618df70;5;0xD000;36864;89;512;1;0;1;12;12827;629
010d0e99812d0404.dll;31744;dd312f7d769f5a9c4c24c04315d2fe58e768632bcabe25f8942a5d65630cb9fc;32256;660d3d8956ab1488122be7f66d72142127bd07ae26fd54107c4454a04bedf8ed;5;0xC000;31744;130;512;2;0;2;13;13456;639
010d0e99812d0405.dll;31744;6ab9cd44c0ce6d347ec9f7a7872de8de5d6e0b3b4238a71ff3edb290a48dbf9b;32256;f7b378ffe2c007c060d3b6f8febf0106413cee1566c6964b566f2e52d1cf0101;5;0xC000;31744;105;512;2;0;2;13;14095;639
010d0e99812d0407.dll;32256;2171860accd2082358fde0db93d0fe52e5635e4ec7fb77dc635ee3b778c1eeaa;32768;d4189e8b9a490a0732d4e82e304ea2e9450f87c85f17a8317df91edaf15a974a;5;0xC000;32256;111;512;3;0;3;14;14734;649
01169fd82627300b.dll;34304;f3d6192261f28b1d48518e0caedd0125c4038a89ff1750941151847672f16519;34816;f903d7064339b1a2527453078e5881be102d889d7080dcc37d2e9c4a78457d6d;5;0xD000;34304;59;512;2;0;2;13;15383;639
011c8f7fbaf698ea.dll;30720;f99ddc352b40c42726d7c2f8ac9a37d2dafe15aeb7cfb4ee50e4f7a407f4ceb2;31232;b80a40f46403e31a6dc9420cc57f7ba3b6b0b69d8f5cbd6c6366776dcf55af3e;5;0xC000;30720;74;512;1;0;1;12;16022;629
013cc3429ea7aadc.dll;32768;6347a533c2f2ae756fd7f1a04cb32b2c992d45ac92f2470d60d8e08eb3fd4768;33280;03e567b72e016c506413a216cda370204c5c310f0c7f27596be54aa45ac29770;5;0xC000;32768;335;512;4;0;4;15;16651;660
015a99b574d873fb.dll;30208;97211185a46586a59ae4066cd3a4747e0c847924ede15bd019bc47ccffa5c755;30720;2c73561d9f20faae170921774863d31cc82f9a2a8d29a4e07fe2042484ad1879;5;0xC000;30208;88;512;2;0;2;13;17311;639
017ab5801dbe0aa9.dll;35328;0e955b3bac02a22f4d572b6e42edaddd29c32b13b1af2a2469f260e822e7a5e1;35840;88c746498b254d2a05e87c920eed374dbe8c9bc4e1cebec17abf5105a413062d;5;0xD000;35328;174;512;3;0;3;14;17950;649
01906a15f5211fac.dll;31232;ac9acdac8493a8935624571dc1d226e39d3af5ec0b0d57788026f6c13363bfd3;31744;5e2085a7d839bb9ae8878fef984a52093a41ebce8329c42bc599c501b576be97;5;0xC000;31232;43;512;1;0;1;12;18599;629
01906a15f5211fad.dll;31232;bbc9f440db73901e627ee4c51bdd25c88af0e0eda3b047c130e69d725e4bacfe;31744;2b125d98e7d23b934fa73e77ccfa7485112f30d29049b55994e1fef3f1635261;5;0xC000;31232;48;512;1;0;1;12;19228;629
01906a15f5211faf.dll;31232;99db0c9aa5394a413ade5adfcb4cf5ab838b83be376565c658066be1ac3ad51f;31744;aea4d3f5c7a42bf0ff46255e84d74158e0b471a88748b7f32b082022242b7d8f;5;0xC000;31232;46;512;1;0;1;12;19857;629
01b2c2d83f5383c0.dll;32256;52275cc0b90ad12405f411b0a1ded2b03e56a3f77924fbf2e38ee44ba2588b61;32768;7f41d55817cf1aa1f8061ca4fa29c4feabd8efd2f1939070f3ba918a9f645d6b;5;0xC000;32256;231;512;4;0;4;15;20486;659
01c14217c54d6b31.dll;35840;a2ab8f93889289d9fc2424a2ed11121022f39add85ac9f2c678a41bf2d838a2c;36352;500bd43114dc6fe6434aaeae08162a1923020d0f529864b0b46103ea43a329b7;5;0xD000;35840;204;512;2;0;2;13;21145;639
01e04bb0fb0e1204.dll;34816;bcb99e224c0d9e6953dd6d9245caf3ebc4e46dd41f049bb67b32fbc28dd7d0f1;35840;4fcf860f7136f03cb7041981e836ecc9dfc754d4eef6b8fb2607cac57eb668ae;5;0xD000;34816;940;1024;7;0;7;18;21784;1202
01e45722d486111c.dll;34304;425c701cde3185cfaa38d18ca217aed82cd3a8198fc61c7036f4b620273132a2;34816;cf2bdc688bcff5a5a4b496d369b46737a311bcf911ed87b60f3537fb7adffa04;5;0xD000;34304;121;512;3;0;3;14;22986;649
01eb6451b18f1f7c.dll;32256;331e9e205d3e174250a661f8f71d126c0f9782a85574642f9f3ac6aeff557411;32768;88541aea44eb8c0489fc33fdb80da9ec5b6e036540696ee3382699fe5e6b325f;5;0xC000;32256;287;512;3;0;3;14;23635;650
021655565f8eb80f.dll;28672;e51eb3b2c945db1f10cf7730e56ee27f770c33531d24492b873c40d26d595cae;29184;0abeb26918473a85442f7b113a183d929fd58ec1f6c3adb16bdf6a249f31df2b;5;0xC000;28672;92;512;1;0;1;12;24285;629
02475cfc86ab8a0d.dll;36864;5d14384e59547d31a12a9ff656756ad8e61daf6aef26750997f794984c1cbbdd;37376;71dd212d99dfca2f4c090f5ecc44a19dc78e0ea20c5490249957a1b71c82b574;5;0xD000;36864;419;512;7;0;7;18;24914;690
0255d4d10a84e3a9.dll;28672;616ffc0859bda07aa40c514f293fa03b2674431d5b9beedccfb4bb878772d0a1;29184;557b481422df22017817c3ea53cbeef21bd82c99a32c99233fda528777e50844;5;0xC000;28672;100;512;2;0;2;13;25604;639
0261051b961756fd.dll;36864;432be87c7dd667bc19ebde9177be77fdc66b1369caaecbf068187b55856dde50;37376;f3aed9c8923b08c41c03d6897581f5e7ec5a8328fb3f2ffe39ef26184db32200;5;0xD000;36864;497;512;10;0;10;21;26243;720
027b8b203cf0ce60.dll;30208;b105aa95fcef0fb665db07f5faa18eb60187b535481c143c251cc9d239837f8d;30720;619be19c90fab6212305f26b113280e63863918891343a7c0874a75374c77a95;5;0xC000;30208;49;512;1;0;1;12;26963;629
027fbdcbe00c3156.dll;30208;c6dda727b812482f892571f4cf3e2d5c096f8e247d7d7ae98aeff0a8a92a997e;30720;8b2929b5c7871a5b4f65186a6660aba09cb826725d074c48b4605e5b4bdabe5a;5;0xC000;30208;67;512;1;0;1;12;27592;629
0281952693f7dd49.dll;30720;d1758679ed4e0263190e46af41d9b547cc322b932b2bf46499d5a0a5d762ffd0;31232;ea2fc5f152b5c7f505790329ba8c7c65378280ea91c1f79a030db538d8772505;5;0xC000;30720;77;512;1;0;1;12;28221;629
0296c0a0efe7a645.dll;30720;fce6425a0b9bafe7510e7523bcd6ecac77823fd565d2fd93047745f10337d7aa;31232;9ee8f1656e2520f91e663257ea74d86393b201beef210a2d6aa52957dc05eae2;5;0xC000;30720;258;512;2;0;2;13;28850;640
030d62a9e08cbfd1.dll;32256;a0b47e87136778347379016f7664f663aece4f1a78684eb09dd487fe9b0da21f;32768;90724bceeb3ae700c9ab04ae2cf3057a548f89ef9328e9e86ea31a1f589b63ca;5;0xC000;32256;30;512;1;0;1;12;29490;629
03151055b0d7d8a9.dll;28672;30825c7200035f99c0692d5aa4a474c084b00886ff88eb7607858acc0532475b;29184;eded8f786854a7a5338cace06ff0dd342a8e0be444b826194de9105e0ce5eced;5;0xC000;28672;82;512;1;0;1;12;30119;629
03663290c38ab523.dll;40448;eac83ab2b9a66e66867eca7325d26914429ffcf932519034b050546012eaf3c6;40960;2aa46e510c27f6338d1c9fdc00f8142fe2881a9de3c3bcf1582658249e1bcffe;5;0xE000;40448;511;512;10;0;10;21;30748;720
037033da17832a50.dll;31744;29eb809db07aff80f6e825c0c72d59e4ad1c08f59be9b2d8038b386f2d05beb0;32256;c3d15add26a5db515b4c38a244fb80fbb0055fde91c7f6eb298481fb135111a0;5;0xC000;31744;260;512;3;0;3;14;31468;650
03a11ac0d96c48ff.dll;41472;87883db8ea8249d1b175e74fa940f7ba3d1459ac5aee379a4e543248f2c3f66c;42496;1d21485d1e4635870d6ebd4605f57b2fa2eb1312121666dd493b5317dc57f710;5;0xE000;41472;565;1024;7;0;7;18;32118;1202
03bef74c72cdf7df.dll;30208;9453d881bc3395fcb9c659957f59ce29debd35b960397d69e59947957fd28403;30720;f6dc6d8e6626d0a4756010e53d7beaa26c6ba17c9dcce6be0ebcc3c139e7c5f5;5;0xC000;30208;30;512;1;0;1;12;33320;629
03e9a55199d26737.dll;40448;f6c022a87066eda9aab707cd4fc66b8b17f73eb03042604dab441a10943f3a3f;40960;ae036d30c3acd34a96e3ab61867033fedc63d948bd4b477d35435ab1592ae71d;5;0xE000;40448;209;512;4;0;4;15;33949;659
03f21314c9a76caf.dll;44544;e1fa56976196e79df2316b5dcccef68a11e3a0eab5d9bf896c1ab4d279df225f;45568;5f772acb845aa5c40a962a429a9b34a9de2a3e83c07bdcb5a3b6cd33726cdbfd;5;0xF000;44544;638;1024;17;0;17;28;34608;1300
03ff0ef052c8f058.dll;38912;df70fcd3ddeb672fac4d4ce44e243c24900979a9405d35eeeac05166ef1d94ab;39424;bfda8a8d11115f8a18439476a7bdf4f17c80c32c210984d8afcc8336d7fa9059;5;0xD000;38912;152;512;5;0;5;16;35908;669
0408fe2c54ad2f10.dll;29184;e3030394f02b5d9215849b790cd5c249dbff6452274520bdec0bc0520bc61ac9;29696;40cc372bb17da70567f24ee4c288db29d883e647e60beeafe2b9327223547d73;5;0xC000;29184;189;512;2;0;2;13;36577;639
0413b7c269093b61.dll;31232;4be12f443d841572547bda5dc692ebf5737cd4e2a4879d8c8618afacc75f51c3;31744;76d4653db617afb6af5389713e5e609091eab91cd409ec90e229de5defa0cc2e;5;0xC000;31232;178;512;2;0;2;13;37216;639
0413b7c269093b62.dll;31232;c9d91ddeac75c18ee166952f35426ed090379da64974ab04e26e2f45b2ce46a6;31744;f843b5918476d612d16fa6c7a11052378ce5d322099b8b8b7c519e1f1148b744;5;0xC000;31232;234;512;2;0;2;13;37855;639
0413b7c269093b63.dll;31232;0def1b5a966c752b26ca81fe05ed05c0a4f3b64c2da5b01e0ee49b09cdc5bd99;31744;a0ae5730fad4711009d7748294d2c783d240d3c1980d9cba2c053755ac887cd9;5;0xC000;31232;157;512;2;0;2;13;38494;639
0434c577b3922a1c.dll;31744;8e6806456a0623472044a559c8b7434af40fa05afe28f804713d085982081c2d;32256;8be948a59469738497b7488cf83f7b82acf31a2de78fc98cbb13c253e2b25a78;5;0xC000;31744;29;512;1;0;1;12;39133;629
0434c577b3922a1f.dll;31744;5bc708cb9ead9fb9f9b7a07660e419580ee0ee24edb9638c62488e86a128448e;32256;619cb5c2b76bbe42e1bfbbec1fb72acdfe92c09069afefa7f8a44e6929c126bd;5;0xC000;31744;30;512;1;0;1;12;39762;629
043ff2151c8c4ed7.dll;29696;56a6987b4fcc03cb72f17de75283e97849fce42ae7ec802f889f98e6d92a9f86;30208;e3594351d5c0cb97f46e4a5da1ba10af4b238a49a624cd7271ce87ee1da52dea;5;0xC000;29696;66;512;1;0;1;12;40391;629
04502f53d0faefd5.dll;40448;c015f6227abfa679b0ee61b69bbe4255159ad2ec3e633fb6effc318ad935e531;40960;918e26a4ade4be50eb010da2188486a968f620882576bdc74b1dff1c3ec71b2f;5;0xE000;40448;251;512;7;0;7;18;41020;689
045ef334bf59cac5.dll;36864;6937235be146785fa8e4ad3f584b4bd95b2f8191ed1b7ebfbea951ecef88493a;37376;08676ad86b5e5c55220c99f9e4e7839fbda63e7a6a53bdce54e4aac7d3c7f9f7;5;0xD000;36864;101;512;4;0;4;15;41709;659
046c10e707e59b6c.dll;41472;5d2306bcb3319058657a8b436477a637f87d5cc45152592e576cdf8aedf2822f;41984;5d4661b86e71675aae95983e6b852e41b44182a1932b5ffe22caf58bb0d0d849;5;0xE000;41472;314;512;5;0;5;16;42368;670
04af9dbd32b88878.dll;29696;204d75fd99ef7d4d76203ee9c6771e6a20fba54136ac5dfa633ee4fdc14d005a;30208;ef8c3426a4cecb03a6072dcc41612ddce96667e69eaada27a56873b2a1ead5a7;5;0xC000;29696;85;512;1;0;1;12;43038;629
04bee60a164d8071.dll;31744;92bb5b9fe021f7d9594459524d5f04fbebd5f0c31b291fecea0220a331eca844;32256;0879aef9413ae2ccad74d1bff637989bef06842941b6557e34c01f010061e1de;5;0xC000;31744;134;512;1;0;1;12;43667;629
04c86911115a0a7f.dll;29696;a65acbef5e43c6f50bd45beb11e6ad1e33a000e7c4a1b6c110661255bd758285;30208;6e2fe0716bbc89db9b770937e07253610983fb62f85058de7251469f8277acf8;5;0xC000;29696;75;512;1;0;1;12;44296;629
04c937f2cbaf3244.dll;30208;69ea3dda25bc2f56cbd1e0ad73d3140decc89a01b6df62795c4e5d524bce80f0;30720;87a6b033d5e357deba04892eb16c005f59962f182ba445137f97f0bbf98f8d6b;5;0xC000;30208;231;512;2;0;2;13;44925;639
04d51e23747b8f44.dll;33280;2a340dd0845466620ab695502a4bb640d49ce42317efbdbd608df3a1e1cab88a;33792;65fb880c03ef60ace562bd5c441fa5647f3ab0139af1930f3f4658d504796ace;5;0xC000;33280;114;512;2;0;2;13;45564;639
04de5fb06707e804.dll;28672;5f7aa50dd9117e003de6aab2847e7198880e095e72ef926cb747c852d22b038b;29184;21131563e3a202ac24f32b14351a8819062aded9b1a08e6573b5b8c35e39470e;5;0xC000;28672;40;512;1;1;1;12;46203;629
04e44eaabc387191.dll;41472;1320a5e1bdce6cb4c7c7669dc5a743026d503373577dc66f5543af501e59b51c;41984;7cdcaaff9cb127c8bae6dea8d9aab84356323850d2264cb41f362586b1032b5d;5;0xE000;41472;223;512;6;0;6;17;46832;679
04ef421db4f94574.dll;30720;3beec9f8c1fedb0ffbf00a95dc5b36961acfb7f5f563a4f74867953fb157a03e;31232;0a2a459adeb05f47d51851549a51a99c8601b125e07f62a370e8bc52da23c127;5;0xC000;30720;107;512;2;0;2;13;47511;639
055416e02ee54f58.dll;31744;7eb6c8642b565d205033b09569565fe8ebb816b56cfc920134ba0198a0594f2a;32256;396106376100163c98ac51e477acaec0bd9f49ef033066f5ca1c4c481c3b0ef0;5;0xC000;31744;385;512;4;0;4;15;48150;660
0564161ff34165ad.dll;29696;cee744507ca27a18d63e8aa756653e3aec719dcfebe32a5ff582e3ac006deb7a;30208;8cc78a51b235a032f7357b4bc52900dda32b7861257d44377d3ec305d15c921c;5;0xC000;29696;13;512;1;0;1;12;48810;629
0574c7e3de564eca.dll;31744;bfbfb169ef2b760126c105dd949b1891fd7a04d166f80aecc7f218c564c736b1;32256;e26205237e14d4c54be0b95e7a93ec4d77ac3a7a581f54b406ef8c29331b0773;5;0xC000;31744;268;512;4;0;4;15;49439;660
0585fd250d5c6693.dll;33792;1948627ed720dc82cdd7c6d2d45e4b461493a04ebc3588b9c7189d0272c8126e;34304;f55cd5800189649daaee59004ef16993521dd9b69147d5c7f639846998e0c624;5;0xD000;33792;331;512;4;0;4;15;50099;660
058bbe47c7ea259c.dll;39936;957c1ada636c2633bce0754c734f7cb073ee68abcf46abb52ad0c3bf2a4a2301;40448;1744e39dbe1c59f14581430ee1bebe89fc644bdb27b2898b185072c96fce5958;5;0xE000;39936;203;512;4;0;4;15;50759;659
059a210aefb8f451.dll;33792;d2bd7dd2da4f600566c35a93960fda06a8fa95658d3beef43b39b470d96c8b2a;34304;189d0fd807792c9c166d9b95fcf41bd6564c4ee03ccf0bfb9119c3a5d8bd8948;5;0xD000;33792;112;512;1;0;1;12;51418;629
059a210aefb8f452.dll;33792;134299430c6e6783922b649653e4fd573eb7736794ef05f5ff48341507dd9294;34304;a5edb980d91598fd1faa0d84a778495c1866ae3a56f68e3e8083c3bcf28660f7;5;0xD000;33792;111;512;1;0;1;12;52047;629
059a210aefb8f453.dll;34816;567c928710ae31aaf015fcffe94f50a77dbb6aa47279ff252f10d68155c456b9;35328;9b5d282dbb13f02f57b8f13ace38cd3e39e1fc2c613fe5069a40bc74fd354bc1;5;0xD000;34816;93;512;2;0;2;13;52676;639
05b522dab32e4c3f.dll;33280;63be9928e1d1c668c7207c5da58cf4276b6d746b8b4d54b408a9f93b80f95b5f;33792;51c0d6e902fc57a54b5ec01d880a10c1f629d8014de5de451d1fea1f80b8d5e2;5;0xC000;33280;134;512;2;0;2;13;53315;639
05be6ec710c158cb.dll;31232;fad9dae2b35a89d6331b9325a2d0bc062dea86e624f09b15743efb85e4b40f9b;31744;9e040f570d517625117dfbf4be3c42923372660daed21f1db6e10ab12edb9629;5;0xC000;31232;75;512;1;0;1;12;53954;629
05dbd8b7556cd3c7.dll;28672;20bde074c5933c77da229800f9e166fe17b5716c3c9890ed8fb2260e9db24314;29184;af74c16ae80ccf90c015f75f7db7b130984f7a21048fc026656de636e70fcb75;5;0xC000;28672;43;512;1;0;1;12;54583;629
05e0bcb5be52bf04.dll;31232;c9937fbfc5bc00f9be15d650ab6294e2d01c58e6992d0b063678588370a8d6f0;31744;1d46a5216b841637c0f5d6c4346a79cd5f4748ef8e3a6395ebbd628311042ad7;5;0xC000;31232;111;512;1;0;1;12;55212;629
05f05cb3fa5ca697.dll;28672;90d3abd8f0ea8aa163a5582ea7f724e2c628bcdd8ed0be432169591f18fa01df;29184;918610a5ad6fd495ac4c3d93037811760af30f3f848d2d60cf1922243b15a223;5;0xC000;28672;62;512;1;0;1;12;55841;629
06230cc8214168c7.dll;29184;c552b2524e787f1fbcb55b5d32fe0fb8269ebd5b570b93be828230bb4093c7c3;29696;d183ae3da979a70ed216e733cd8aec2d891b223bd2f102f47171ee1c55b136cf;5;0xC000;29184;128;512;2;0;2;13;56470;639
062d8b6675287aaa.dll;33792;2c246f3abb36dac23e9edca98d1a36bf09026bc9a71bcfc410e6e8068d386646;34304;80876b2506b3f53f4b7c858c4bc9b3d8de8a4f75a20fee54a8b9f16b0d57626c;5;0xD000;33792;30;512;1;0;1;12;57109;629
064b279ce904fac2.dll;30208;41d6d21160332b9735fa0c830bef0b0f4dcdafe6652df2dade6b1630caf4aba6;30720;02e9651e1cb273f16e15ccb0ec00f6463df3cce72f6a09b13bcb2b5673fb24a1;5;0xC000;30208;73;512;2;0;2;13;57738;639
06560e18e33d88ae.dll;34816;5ca71a0ed81e38da4e85860f1736d15fbdb7d3f5b32b431b51174f50ed11808d;35328;19ecd3f6473f23a68de54a1893f473e93a8ea0e9c2b20ea3736c1538b9043353;5;0xD000;34816;117;512;2;0;2;13;58377;639
0657698aaffc0e82.dll;32768;1d8d4aedbbe5122f90dba133640e4802d4bc67cea3691c554e7a780f419d4775;33280;246389f7228b5970d0733cc7300d2aab7d5ead035a9531fb51c27ab500d5667b;5;0xC000;32768;82;512;2;0;2;13;59016;639
0659b2941e88321f.dll;31744;0b646a753e4aa92246bc3d07f45804e295fa5286f8ef81a6309b05aac89d0dff;32256;4e6b84f44106e5d31fd610c9669db98438aa401029acd5ef7a787362e5633d16;5;0xC000;31744;145;512;2;0;2;13;59655;639
065b4e4742bb3a9f.dll;29696;abea0751dd9a29330bd60258826227da3bdfdc3a97fe17468312d3e30b03c80c;30208;d73a7dd17b5ea6ef17fd755fca6fc4e9679a04c927b101a109b3bc10749211de;5;0xC000;29696;85;512;1;0;1;12;60294;629
06645f192e1c931d.dll;35840;df1fa565979996bdce9cf649ee38cae55d00d004ac27fc3f27eb7b9ca768b348;36352;57ba21779f95e906b710673346272f288c8fe9277c98846875f35168dfc195ba;5;0xD000;35840;64;512;2;0;2;13;60923;639
0673484c0dae1930.dll;38912;f3a3c3d0051057c084d292a3a435191c65f2b9ce0debc762f39dda92dc44c10d;39936;1984ed2aca64980d0d7683029dd059497837202c8d98247b3ba72e8e4e279809;5;0xE000;38912;856;1024;12;0;12;23;61562;1252
0675cda939163f4e.dll;30208;c1ae8e7938982ac07fb5be97afd57d23aa5b85e26d1b8c4a48ba58b9d6374a96;30720;a27952d4589801a281a8e6ee1abf69ad046a1358366765b8c8ab983433e9cc69;5;0xC000;30208;227;512;3;0;3;14;62814;649
06a737f5cc7ece96.dll;45056;bcdcfc8894d43e969884fa213df623ffbb95ba5eb642a0017977c1bdb1931a8c;45568;25c987f12fcc9444dd738b16fb003efde3766d439b719576c47494f11c07a4ea;5;0xF000;45056;478;512;9;0;9;20;63463;711
06abde7c6e30c741.dll;30720;c4bcd7ce1c207bbc13180523212459924faaf3c9e773e5a4925798fcfed89cbd;31232;1d2dea7d74ae40de4b411b8f32015f6271c49484e5439bd31cae1d0c92c4e70a;5;0xC000;30720;137;512;3;0;3;14;64174;649
06b644e55592386c.dll;32256;034a465577e8c62009fc73c00d6fbf86ca1f41349995fa3c599b099e057346ca;32768;97db2ef0041392aff72dbaf29624628cba8e8c7c20380cb71c1f83f003d5e61e;5;0xC000;32256;231;512;3;0;3;14;64823;649
06df79276257fc53.dll;31744;2a9fd869ae7d54e89f2a0cd1999c2162278d7af2db09060e87dd82f1590b527e;32256;99cdc9b0b7f353da32ffe3df5d24e6ad7850bb623247d52f421c3a0f91c95b44;5;0xC000;31744;367;512;5;0;5;16;65472;670
06e8aff82b4b323d.dll;36864;b58f43ef79b59315ca9d52b7cf0383111c49ae57e1f36eb0a28a5111b9a5879b;37376;f6d8ab756d0f7488449b9818b975ebf3971a415e39dd016b82907da86ca5f831;5;0xD000;36864;118;512;4;0;4;15;66142;659
06f333c531cb8be3.dll;29184;fb64cd0e56bbe980bc07984929788ee794b2cb7d63c17e2f04e6bb35c6a0d76a;29696;da03db0e0c3ff7bc8f7ef4622f63ea18f80701e7bf54dc22ae1fd2d5f08ac7f7;5;0xC000;29184;110;512;1;0;1;12;66801;629
070b30ba88bf7789.dll;33280;c933c07276794881de98441f0240470d350e432aa430879193ebe7da144675bb;33792;f66b047d909515ca85fba2357e17f0b0a9654a6dcf5a16fcbcd790c7ed329047;5;0xC000;33280;51;512;1;0;1;12;67430;629
070b30ba88bf778a.dll;33280;39eed22da50e685a5fed272da0343ee419685ebf7770e2c52084574edef8e8ce;33792;d7e87236b2e0b6eccc6c25fdb3b036bb75a490244dbef1a331188fc3f2642e1a;5;0xC000;33280;46;512;1;0;1;12;68059;629
070b30ba88bf778b.dll;33280;a305a13cf54fbddcfc7527b5835719e3b6cb0c33f4236cd9ed7f8c511d6e3dfa;33792;651946134ce611981780c2062231712fb91e39b20262c7b085e506b7fbe6c6b2;5;0xC000;33280;41;512;1;0;1;12;68688;629
