chunk;assetRecord;slot;idHex;textEN;oldTextFR;newTextFR;status;reason
45;145;774;d4efc52b59b69a23;Some gave their lives to protect the station -- to contain the outbreak at any cost...;Certains ont donné leur vie pour protéger la station — pour contenir l'épidémie à tout prix...;Certains ont donné leur vie pour protéger la station - pour contenir l'épidémie à tout prix...;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
45;145;776;d8efc8780ae49b23;If the infection is limited to the extremities -- and has not yet penetrated the epidermis -- amputation has a roughly 40% success rate.;Si l'infection est limitée aux extrémités — et n'a pas encore pénétré l'épiderme — l'amputation a un taux de réussite d'environ 40 %.;Si l'infection est limitée aux extrémités - et n'a pas encore pénétré l'épiderme - l'amputation a un taux de réussite d'environ 40 %.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
45;145;812;d1ed9b7a0ee29925;This log shows the examination room had its fair share of visitors -- even kids, apparently.;Ce journal montre que la salle d'examen recevait beaucoup de visiteurs — même des enfants, apparemment.;Ce journal montre que la salle d'examen recevait beaucoup de visiteurs - même des enfants, apparemment.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
45;145;849;86edc8210be3cb26;I'm sure the patients knew they were in good hands -- Harlan being so passionate about his work and all.;Je suis sûre que les patients savaient qu'ils étaient entre de bonnes mains — Harlan étant tellement passionné par son travail.;Je suis sûre que les patients savaient qu'ils étaient entre de bonnes mains - Harlan étant tellement passionné par son travail.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
45;145;940;83e9cf2b0fe7cb70;It leads to the main storage area. Any contained Bio Mass samples in there won't be reachable -- if they're even still contained, that is.;Ça mène à la zone de stockage principale. Les échantillons de biomasse confinés qui s'y trouvent seront inaccessibles — s'ils sont encore confinés, bien sûr.;Ça mène à la zone de stockage principale. Les échantillons de biomasse confinés qui s'y trouvent seront inaccessibles - s'ils sont encore confinés, bien sûr.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
45;145;970;85ef9b2b03b19873;In emergencies, the integrated cutter equipped by several models of X-3 shell -- including Jack's -- can...;En urgence, le découpeur intégré de plusieurs châssis X-3 — dont celui de Jack — peut...;En urgence, le découpeur intégré de plusieurs châssis X-3 - dont celui de Jack - peut...;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
45;145;1053;d8bdcc7a0bb09b77;Hm. The system is no longer reachable over the network -- cut off by the Bio Mass, no doubt.;Hum. Le système n'est plus accessible par le réseau — sans doute coupé par la biomasse.;Hum. Le système n'est plus accessible par le réseau - sans doute coupé par la biomasse.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
45;145;1066;d7ec9b7808e3cb77;I wonder if he got out -- before the outbreak, I mean.;Je me demande s'il a réussi à partir — avant l'épidémie, je veux dire.;Je me demande s'il a réussi à partir - avant l'épidémie, je veux dire.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
45;181;29;2885918308de1786;I'm sorry, Captain. But I cannot allow you to proceed. The risk is far too great.;Désolée, Capitaine. Je ne peux pas vous laisser continuer. C’est trop risqué.;Désolée, Capitaine. Je ne peux pas vous laisser continuer. C'est trop risqué.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
45;181;104;48cc333700032c90;I've made a modification...;J’ai fait une modification;J'ai fait une modification;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
45;181;118;4ecd333700032c90;I'm sorry, Captain. But I cannot allow you to proceed. The risk is far too great.;Désolée, Capitaine. Je ne peux pas vous laisser continuer. C’est trop risqué.;Désolée, Capitaine. Je ne peux pas vous laisser continuer. C'est trop risqué.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
51;187;14;340a690c787c61e9;I think it's just us, Jack.;Je crois qu’on est seuls.;Je crois qu'on est seuls.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
51;187;62;0330df77781b77f9;I think it's just us, Jack.;Je crois qu’on est seuls.;Je crois qu'on est seuls.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
53;132;263;a60e249f23e0d9ff;And without the cure, humanity, what's left of it, is doomed.;Et sans le remède, l'humanité — ce qu'il en reste — est condamnée.;Et sans le remède, l'humanité - ce qu'il en reste - est condamnée.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
53;132;541;e491763f5dbabf30;Without the cure, humanity, what's left of it, is doomed.;Sans le remède, l'humanité — ce qu'il en reste — est condamnée.;Sans le remède, l'humanité - ce qu'il en reste - est condamnée.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
53;132;873;b097723e0ebbbe69;Let's assume we open another anomaly and send Jack's consciousness back to the past.;Supposons qu’on ouvre une anomalie et renvoie la conscience de Jack dans le passé.;Supposons qu'on ouvre une anomalie et renvoie la conscience de Jack dans le passé.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
53;203;33;f96791f032555003;Haven't had the chance in awhile.;Pas eu l’occasion récemment.;Pas eu l'occasion récemment.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
58;33;357;c9476924aa89a17d;The infestation is fairly severe, but I think I can still reach the panel.;L’infestation est sévère, mais je peux encore atteindre le panneau.;L'infestation est sévère, mais je peux encore atteindre le panneau.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
58;55;158;f4760a3d3e825127;Gesture ambiguous--I do not copy.;Geste ambigu — je comprends pas.;Geste ambigu - je comprends pas.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
58;55;286;f2265d3c65d5067a;I respect your gesture--though I am unsure the biological entities in our vicinity will do the same...;Je respecte votre geste — même si je doute que les entités biologiques à proximité en fassent autant.;Je respecte votre geste - même si je doute que les entités biologiques à proximité en fassent autant.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
58;81;63;0e54af14323da6a6;But 'confirmation' is a necessary step in the protocol... though, your statement still acknowledges the order and therefore satisfies the requirement.;Mais la « confirmation » est requise par le protocole. Pourtant, votre déclaration reconnaît l’ordre et satisfait donc l’exigence.;Mais la « confirmation » est requise par le protocole. Pourtant, votre déclaration reconnaît l'ordre et satisfait donc l'exigence.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
58;128;43;6713f5203b2db00a;Blueprints reveal it to be a mining hub -- a centralized location to enable further construction of the manufacturing facility.;Les plans indiquent qu'il s'agit d'un centre minier — un point centralisé destiné à permettre la poursuite de la construction de l'installation de production.;Les plans indiquent qu'il s'agit d'un centre minier - un point centralisé destiné à permettre la poursuite de la construction de l'installation de production.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
58;178;104;7a83901632fcfa41;Oh, of course *you* can detect the speech synthesis. I, for one, was expecting a pleasant face -- not a disembodied A.I.;Oh, évidemment, *vous* pouvez détecter la synthèse vocale. Moi, je m'attendais à un visage agréable — pas à une IA désincarnée.;Oh, évidemment, *vous* pouvez détecter la synthèse vocale. Moi, je m'attendais à un visage agréable - pas à une IA désincarnée.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
58;178;118;7e84901632fcfa41;Your equipment was damaging my ship, Dr. Harlan. As long as I'm operational, it's my duty to keep the Astraea in one piece -- or, as few pieces as possible, as the case may be.;Votre équipement endommageait mon vaisseau, Dr Harlan. Tant que je suis opérationnel, il est de mon devoir de maintenir l'Astraea en un seul morceau — ou avec le moins de morceaux possible, vu les circonstances.;Votre équipement endommageait mon vaisseau, Dr Harlan. Tant que je suis opérationnel, il est de mon devoir de maintenir l'Astraea en un seul morceau - ou avec le moins de morceaux possible, vu les circonstances.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
58;178;450;7c87941632fcfa41;Please remember the charging docks have radiation dampeners as well, Jack.;N’oubliez pas : les quais de recharge atténuent les radiations, Jack.;N'oubliez pas : les quais de recharge atténuent les radiations, Jack.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
69;108;70;651bfd26e85d651c;By transferring into that shell, you--and more importantly, the data from your assessment--will receive additional protection.;En transférant dans ce châssis, vous — et surtout les données de votre évaluation — bénéficierez d'une protection supplémentaire.;En transférant dans ce châssis, vous - et surtout les données de votre évaluation - bénéficierez d'une protection supplémentaire.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
69;108;163;371bab2cb85d624a;In fact, I believe you'll find transferring into that shell provides you--and the data from your assessment--with more than adequate protection.;En fait, je pense que le transfert dans ce châssis vous offrira — à vous et aux données de votre évaluation — une protection largement suffisante.;En fait, je pense que le transfert dans ce châssis vous offrira - à vous et aux données de votre évaluation - une protection largement suffisante.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
69;108;232;624aa92abd5f654f;Nonetheless, transferring into that shell should provide you--and the data from your assessment--with adequate protection.;Malgré tout, transférer dans ce châssis devrait vous offrir — à vous et aux données de votre évaluation — une protection suffisante.;Malgré tout, transférer dans ce châssis devrait vous offrir - à vous et aux données de votre évaluation - une protection suffisante.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
74;179;252;4b40a1afc3fe264e;"What happened while I was ""MIA""?";Que s’est-il passé pendant MIA ?;Que s'est-il passé pendant MIA ?;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
74;199;88;f8cee4cd34e52a64;Proceeding through the web now. Is this the cargo bay?;Je traverse la toile. C’est la baie de chargement ?;Je traverse la toile. C'est la baie de chargement ?;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
80;90;7;8f369fe3cbe0e589;I'm not sure how far they got...;Sais pas jusqu’où ils sont allés;Sais pas jusqu'où ils sont allés;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
80;90;43;8636cbe1c5b0b0da;That could have a wide array of tactical applications, it--;Ça pourrait avoir bien des applications tactiques, c’est--;Ça pourrait avoir bien des applications tactiques, c'est--;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
80;90;82;8a99e23263c63b46;"Those cranes are equipped with a more powerful variant of the containment tech -- the ""cloaking,"" as Juno mentioned.";"Ces grues sont équipées d'une variante plus puissante de la technologie de confinement — le "" camouflage "", comme l'a dit Juno.";"Ces grues sont équipées d'une variante plus puissante de la technologie de confinement - le "" camouflage "", comme l'a dit Juno.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
80;90;124;8e96e33263c63b46;"Those cranes are equipped with a more powerful variant of the containment tech -- the ""insulation cloaking,"" as Juno described it.";"Ces grues sont équipées d'une variante plus puissante de la technologie de confinement — le "" camouflage isolant "", comme l'a décrit Juno.";"Ces grues sont équipées d'une variante plus puissante de la technologie de confinement - le "" camouflage isolant "", comme l'a décrit Juno.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
80;90;149;8e99e33263c63b46;Think of it like a blanket -- or a cloak -- hence the name.;Imaginez ça comme une couverture — ou une cape — d'où le nom.;Imaginez ça comme une couverture - ou une cape - d'où le nom.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
80;90;181;849de33263c63b46;Well, you can think of it like a blanket, or a cloak -- hence the name.;Vous pouvez imaginer ça comme une couverture, ou une cape — d'où le nom.;Vous pouvez imaginer ça comme une couverture, ou une cape - d'où le nom.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
80;115;68;62fc12735255aaea;This data contains a detailed analysis of all the known Bio Mass forms -- and even the huge array of tests performed on them.;Ces données contiennent une analyse détaillée de toutes les formes connues de biomasse — ainsi que de l'immense éventail de tests effectués sur elles.;Ces données contiennent une analyse détaillée de toutes les formes connues de biomasse - ainsi que de l'immense éventail de tests effectués sur elles.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
80;115;71;62ab4c740d50faea;"Your audio input on the fritz, Jack? I said, ""hate"" -- as in not wanting to think about it.";"Ton entrée audio déconne, Jack ? J'ai dit "" je déteste "" — dans le sens où je préfère ne pas y penser.";"Ton entrée audio déconne, Jack ? J'ai dit "" je déteste "" - dans le sens où je préfère ne pas y penser.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
80;163;524;560b435b1dc90255;"A ""hybernation pod"" -- a small bed enclosed in a hyperbaric chamber -- sits deactivated in the unoccupied room.";"Une "" capsule d'hibernation "" — un petit lit enfermé dans une chambre hyperbare — est désactivée dans la pièce inoccupée.";"Une "" capsule d'hibernation "" - un petit lit enfermé dans une chambre hyperbare - est désactivée dans la pièce inoccupée.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
90;201;81;af214003ab292bd6;Uh, were the lights supposed to cut out like that?;Euh, les lumières devaient s’éteindre comme ça ?;Euh, les lumières devaient s'éteindre comme ça ?;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
90;201;92;fd7b1f52ab207dd6;Uh, were the lights supposed to cut out like that?;Euh, les lumières devaient s’éteindre comme ça ?;Euh, les lumières devaient s'éteindre comme ça ?;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
90;201;102;ff741702af7e7ade;Uh, were the lights supposed to cut out like that?;Euh, les lumières devaient s’éteindre comme ça ?;Euh, les lumières devaient s'éteindre comme ça ?;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
90;201;151;c0145ab3dc1b1e07;Please return to the control room and remain inside while we seal the bay.;Retournez au contrôle et restez-y pendant qu’on ferme la baie.;Retournez au contrôle et restez-y pendant qu'on ferme la baie.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
90;201;154;c3145ab3dc1b1e07;Please return to the control room and remain inside while we seal the bay.;Retournez au contrôle et restez-y pendant qu’on ferme la baie.;Retournez au contrôle et restez-y pendant qu'on ferme la baie.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
90;201;162;c1155ab3dc1b1e07;Please return to the control room and remain inside while we seal the bay.;Retournez au contrôle et restez-y pendant qu’on ferme la baie.;Retournez au contrôle et restez-y pendant qu'on ferme la baie.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
90;201;165;c4155ab3dc1b1e07;Please return to the control room and remain inside while we seal the bay.;Retournez au contrôle et restez-y pendant qu’on ferme la baie.;Retournez au contrôle et restez-y pendant qu'on ferme la baie.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
95;36;33;54028be75dd3ff11;Operational Status Report: Delta Squad operating at minimum capability. Activation pods are offline--Delta Actual and Delta Nine: KIA. <Delta> Thirteen: MIA. Delta Six <is active>, but unable to perform reboot protocols. If you are receiving, forward to Titan Command with authentication code Gamma-seven-beta-two.;Rapport opérationnel : escouade Delta au minimum. Capsules hors ligne — Delta Actual et Delta Nine : KIA. <Delta> Treize : MIA. Delta Six <est actif>, mais ne peut redémarrer. Si reçu, transmettez à Titan Command avec le code Gamma-sept-bêta-deux.;Rapport opérationnel : escouade Delta au minimum. Capsules hors ligne - Delta Actual et Delta Nine : KIA. <Delta> Treize : MIA. Delta Six <est actif>, mais ne peut redémarrer. Si reçu, transmettez à Titan Command avec le code Gamma-sept-bêta-deux.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
95;36;40;5f52dcb30dd6a414;Operational-<Status> Report: Delta Squad <operating> at minimum capability. Activation pods <are> offline--Delta Actual and Delta Nine: KIA. <Delta> Thirteen: MIA. Delta Six <is active>, but unable to <perform> reboot protocols. If <you are> receiving, forward <to Titan> Command with authentication code Gamma-seven-<beta-two>.;Rapport d'<état opérationnel> : escouade Delta <au minimum> de ses capacités. Capsules d'activation <hors> ligne — Delta Actual et Delta Nine : KIA. <Delta> Treize : MIA. Delta Six <est actif>, mais incapable d'<exécuter> les protocoles de redémarrage. Si <vous recevez> ce message, transmettez-le <au Commandement de Titan> avec le code d'authentification Gamma-sept-<bêta-deux>.;Rapport d'<état opérationnel> : escouade Delta <au minimum> de ses capacités. Capsules d'activation <hors> ligne - Delta Actual et Delta Nine : KIA. <Delta> Treize : MIA. Delta Six <est actif>, mais incapable d'<exécuter> les protocoles de redémarrage. Si <vous recevez> ce message, transmettez-le <au Commandement de Titan> avec le code d'authentification Gamma-sept-<bêta-deux>.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
95;58;109;ae995c7faf44025d;Metabolic pathways in the infected cells are failing.;Le métabolisme des cellules infectées s’effondre.;Le métabolisme des cellules infectées s'effondre.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
95;134;18;fff5542a49f9019b;Yes, that is... unfortunate. However, schematics do show a maintenance duct nearby.;Oui, c’est... regrettable. Mais les plans montrent un conduit de maintenance.;Oui, c'est... regrettable. Mais les plans montrent un conduit de maintenance.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
113;45;294;f8006e4a3fe374e3;An access point for collecting data -- in this case, power-related data.;Un point d'accès permettant de récupérer des données — ici, des données liées à l'énergie.;Un point d'accès permettant de récupérer des données - ici, des données liées à l'énergie.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
113;47;13;66a0cdde4f55eeb4;That's it, we're clear for now.;Ça y est, libres pour l’heure.;Ça y est, libres pour l'heure.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
113;104;136;d92a9ace9fd9203f;It seems a back-up system was in place to guarantee continued operation -- a fail-safe to ensure mechanical systems could continue functioning, even if software was partially corrupted.;Il semble qu'un système de secours ait été prévu pour garantir la continuité du fonctionnement — une sécurité permettant aux systèmes mécaniques de continuer à fonctionner même si le logiciel était partiellement corrompu.;Il semble qu'un système de secours ait été prévu pour garantir la continuité du fonctionnement - une sécurité permettant aux systèmes mécaniques de continuer à fonctionner même si le logiciel était partiellement corrompu.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
113;119;117;fb1ababa2b21dc14;Our power use in hibernation is minimal--the beacon must be the primary consumer.;Notre consommation en hibernation est minimale — la balise doit être le principal poste de consommation.;Notre consommation en hibernation est minimale - la balise doit être le principal poste de consommation.;UNICODE_SAFE_V0.8.58.4.7;EM_DASH
113;157;37;bde40491812cc538;Given the degradation in my operational capacity--specifically my reboot protocols--I believe a further encounter with the 'Bio Torpedoes' would simply result in my permanent destruction.;"Compte tenu de la dégradation de mes capacités opérationnelles — notamment de mes protocoles de redémarrage — je pense qu'une nouvelle rencontre avec les "" torpilles biologiques "" entraînerait simplement ma destruction définitive.";"Compte tenu de la dégradation de mes capacités opérationnelles - notamment de mes protocoles de redémarrage - je pense qu'une nouvelle rencontre avec les "" torpilles biologiques "" entraînerait simplement ma destruction définitive.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
113;157;58;bdb5519fd67e943a;Given the degradation in my operational capacity--specifically my reboot protocols--I believe a further encounter with the 'Bio Torpedoes' would simply result in my permanent destruction.;"Compte tenu de la dégradation de mes capacités opérationnelles — notamment de mes protocoles de redémarrage — je pense qu'une nouvelle rencontre avec les "" torpilles biologiques "" entraînerait simplement ma destruction définitive.";"Compte tenu de la dégradation de mes capacités opérationnelles - notamment de mes protocoles de redémarrage - je pense qu'une nouvelle rencontre avec les "" torpilles biologiques "" entraînerait simplement ma destruction définitive.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
120;66;208;31848010a4e94437;It's only fortunate if I'm right.;Chanceux si j’ai raison.;Chanceux si j'ai raison.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
127;123;126;7d3127ae7453a283;One of your old activation pods.;Vieille capsule d’activation.;Vieille capsule d'activation.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
130;131;168;85554ea3bdd5ed25;"The specimens -- or ""ticks"" as we're now apparently calling them, much to the big man's chagrin -- remain dormant and exhibit no sign of life whatsoever.";"Les spécimens — ou "" Ticks "", comme nous les appelons apparemment maintenant, au grand dam du grand patron — restent dormants et ne présentent absolument aucun signe de vie.";"Les spécimens - ou "" Ticks "", comme nous les appelons apparemment maintenant, au grand dam du grand patron - restent dormants et ne présentent absolument aucun signe de vie.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
130;131;349;d40142f6b884b774;"The Type-D Bio Mass organisms -- or ""ticks"" as we're now apparently calling them, much to the big man's chagrin -- remain dormant and exhibit no sign of life whatsoever.";"Les organismes de biomasse de type D — ou "" Ticks "", comme nous les appelons apparemment maintenant, au grand dam du grand patron — restent dormants et ne présentent absolument aucun signe de vie.";"Les organismes de biomasse de type D - ou "" Ticks "", comme nous les appelons apparemment maintenant, au grand dam du grand patron - restent dormants et ne présentent absolument aucun signe de vie.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
130;131;467;810114acead5b578;"The specimens -- or ""Ticks"" as we're now apparently calling them, much to the big man's chagrin -- remain dormant and exhibit no sign of life whatsoever. For a moment, we were even hopeful that it was dead. But the effect is still temporary, although longer than it was last week. In theory, if we can keep the emitter powered and local, it could continue keeping any Ticks in the area neutralized indefinitely. The question then becomes one of mere logistics.";"Les spécimens — ou "" Ticks "", comme nous les appelons apparemment maintenant, au grand dam du grand patron — restent dormants et ne présentent aucun signe de vie. Pendant un instant, nous avons même espéré qu'ils étaient morts. Mais l'effet reste temporaire, même s'il dure plus longtemps que la semaine dernière. En théorie, si nous pouvons maintenir l'émetteur alimenté et sur place, il pourrait neutraliser indéfiniment tous les Ticks de la zone. La question ne serait alors plus que logistique.";"Les spécimens - ou "" Ticks "", comme nous les appelons apparemment maintenant, au grand dam du grand patron - restent dormants et ne présentent aucun signe de vie. Pendant un instant, nous avons même espéré qu'ils étaient morts. Mais l'effet reste temporaire, même s'il dure plus longtemps que la semaine dernière. En théorie, si nous pouvons maintenir l'émetteur alimenté et sur place, il pourrait neutraliser indéfiniment tous les Ticks de la zone. La question ne serait alors plus que logistique.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
130;131;494;850046a3ead0b079;"The specimens -- or ""ticks"" as we're now apparently calling them, much to the big man's chagrin -- remain dormant and exhibit no sign of life whatsoever.";"Les spécimens — ou "" Ticks "", comme nous les appelons apparemment maintenant, au grand dam du grand patron — restent dormants et ne présentent absolument aucun signe de vie.";"Les spécimens - ou "" Ticks "", comme nous les appelons apparemment maintenant, au grand dam du grand patron - restent dormants et ne présentent absolument aucun signe de vie.";UNICODE_SAFE_V0.8.58.4.7;EM_DASH
130;160;572;a29129fd673eee0a;The answer is no, Captain. No colony, no terraforming. The Bio Mass saw to that.;Non, Capitaine. Ni colonie ni terraformation. La biomasse s’en est chargée.;Non, Capitaine. Ni colonie ni terraformation. La biomasse s'en est chargée.;UNICODE_SAFE_V0.8.58.4.7;CURLY_APOSTROPHE
