chunk;assetRecord;slot;idHex;textEN;oldTextFR;newTextFR;englishChars;oldChars;newChars;status
16;190;88;3dfca3fca4a886d7;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;93;3daba6aaafff87d7;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;107;3bf8f4f8ffaddcd8;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;123;38a9f2aaf9fa80da;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;129;39a2a0fefaf8d2da;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;144;69fbf4f7abfedcdb;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;160;39f9a0f7fafddcdc;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;167;68f8f6a8fff9d0dd;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;169;3baef0ada5fed1dd;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;171;68abf0fbadffd3dd;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;178;3bf9a7fcaaac82de;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
16;190;209;7fae0ba880b6474b;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
21;77;39;f1fd350942e31916;I said, do you have him?;J'ai demandé vous l'avez;J'ai dit : vous l'avez ?;24;24;24;QUESTION_QA_V0.8.58.4.8
21;152;7;a94f6f409663bca8;Apollo, is this one of your AI cores?;Apollo, c'est l'un de tes coeurs d'IA;Apollo, c'est un coeur IA ?;37;37;27;QUESTION_QA_V0.8.58.4.8
21;152;41;a54967479d30eaa9;Apollo, is this one of your AI cores?;Apollo, c'est l'un de tes coeurs d'IA;Apollo, c'est un coeur IA ?;37;37;27;QUESTION_QA_V0.8.58.4.8
21;152;66;fd196046c567e9ab;Is this an AI core?;C'est un coeur d'IA;C'est un coeur IA ?;19;19;19;QUESTION_QA_V0.8.58.4.8
21;152;118;fe4c6242916ee9ae;Apollo, is this one of your AI cores?;Apollo, c'est l'un de tes coeurs d'IA;Apollo, c'est un coeur IA ?;37;37;27;QUESTION_QA_V0.8.58.4.8
21;152;129;aa1934439035baaf;Is this an AI core?;C'est un coeur d'IA;C'est un coeur IA ?;19;19;19;QUESTION_QA_V0.8.58.4.8
21;152;132;fd496345c167bbaf;Is this an AI core?;C'est un coeur d'IA;C'est un coeur IA ?;19;19;19;QUESTION_QA_V0.8.58.4.8
21;152;362;ad1d37149166e6fe;Juno, do you know anyone with an affinity for whales?;Juno, tu connais quelqu'un qui aime très les baleines;Juno, tu connais quelqu'un qui aime les baleines ?;53;53;50;QUESTION_QA_V0.8.58.4.8
25;83;22;8b3c1af58b11cbd5;Is there breathable air on board?;Il y a de l'air respirable à bord;L'air est respirable à bord ?;33;33;29;QUESTION_QA_V0.8.58.4.8
26;147;16;0578c4a446a6c3db;He's still here?;Il est encore là;Encore là ?;16;16;11;QUESTION_QA_V0.8.58.4.8
26;147;24;0f78c4a446a6c3db;Juno, do you read?;Juno, tu me reçois;Juno, tu reçois ?;18;18;17;QUESTION_QA_V0.8.58.4.8
31;196;23;d4d8de95a36d96bc;Is this crane mobile?;Cette grue est mobile;Cette grue bouge ?;21;21;18;QUESTION_QA_V0.8.58.4.8
38;72;77;9e5db05d8d87f33c;What is it, Juno?;Qu'y a-t-il, Juno;Quoi, Juno ?;17;17;12;QUESTION_QA_V0.8.58.4.8
38;72;90;c90ce20d8bdbaa3e;What is it, Juno?;Qu'y a-t-il, Juno;Quoi, Juno ?;17;17;12;QUESTION_QA_V0.8.58.4.8
38;72;136;9c58b10dd885a862;What is it, Juno?;Qu'y a-t-il, Juno;Quoi, Juno ?;17;17;12;QUESTION_QA_V0.8.58.4.8
38;204;72;5e869863eb759ff3;Would you like Jack to hold your hand as well?;Voulez-vous que Jack vous tienne aussi la main;Vous voulez que Jack vous tienne la main ?;46;46;42;QUESTION_QA_V0.8.58.4.8
38;204;248;ebf5b9b2afa42a0c;Would you like Jack to hold your hand as well?;Voulez-vous que Jack vous tienne aussi la main;Vous voulez que Jack vous tienne la main ?;46;46;42;QUESTION_QA_V0.8.58.4.8
45;35;62;fee5a5ac9f2b368f;Are you seriously going to integrate with this rogue A.I.?;Vous allez sérieusement vous intégrer à cette IA détraquée;Vous allez vraiment vous intégrer à cette IA détraquée ?;58;58;56;QUESTION_QA_V0.8.58.4.8
45;35;193;452479efa3ac93cd;Are you seriously going to integrate with this rogue A.I.?;Vous allez sérieusement vous intégrer à cette IA détraquée;Vous allez vraiment vous intégrer à cette IA détraquée ?;58;58;56;QUESTION_QA_V0.8.58.4.8
45;48;324;72c0823e5b944936;Juno, do you know where I might find the code?;Juno, savez-vous où je peux trouver le code;Juno, savez-vous où trouver le code ?;46;43;37;QUESTION_QA_V0.8.58.4.8
45;181;77;4bc5313700032c90;You're saying he'd be able to reboot again?;Vous dites qu'il pourrait redémarrer encore;Vous dites qu'il pourrait redémarrer ?;43;43;38;QUESTION_QA_V0.8.58.4.8
51;111;234;3a64cd50feaf7024;What is it, Juno?;Qu'y a-t-il, Juno;Quoi, Juno ?;17;17;12;QUESTION_QA_V0.8.58.4.8
51;111;298;3f66ce50feaf7024;Jack, would you mind terribly?;Jack, ça t'ennuierait vraiment;Jack, ça t'ennuierait ?;30;30;23;QUESTION_QA_V0.8.58.4.8
53;132;558;b8c6203e5ae9ee30;Just... make sure you come back safely, all right?;Assure-toi juste de revenir sain et sauf, d'accord;Reviens sain et sauf, d'accord ?;50;50;32;QUESTION_QA_V0.8.58.4.8
53;132;618;b9c0243e0fefbf38;Just... make sure you come back safely, all right?;Assure-toi juste de revenir sain et sauf, d'accord;Reviens sain et sauf, d'accord ?;50;50;32;QUESTION_QA_V0.8.58.4.8
53;132;783;e5c6763c00eaeb3d;You're going too?;Vous partez aussi;Vous aussi ?;17;17;12;QUESTION_QA_V0.8.58.4.8
53;132;1020;b6c2236e0ebab96e;Just... make sure you come back safely, all right?;Assure-toi juste de revenir sain et sauf, d'accord;Reviens sain et sauf, d'accord ?;50;50;32;QUESTION_QA_V0.8.58.4.8
53;164;93;04f043e922f7473d;Where do we start?;Par où on commence;Par où commencer ?;18;18;18;QUESTION_QA_V0.8.58.4.8
53;164;154;05f743e922f7473d;Is this really necessary?;C'est vraiment nécessaire;C'est bien nécessaire ?;25;25;23;QUESTION_QA_V0.8.58.4.8
58;33;165;c9423827f58eac2c;Popcorn, do you read?;Popcorn, tu me reçois;Popcorn, tu reçois ?;21;21;20;QUESTION_QA_V0.8.58.4.8
58;43;10;e2af025f49723887;Did you throw that intentionally?;Vous avez lancé ça volontairement;Vous l'avez lancé exprès ?;33;33;26;QUESTION_QA_V0.8.58.4.8
58;43;19;b1fc01081c2134d5;Perhaps your IFF system is malfunctioning?;Votre système IFF est peut-être défaillant;Votre IFF est défaillant ?;42;42;26;QUESTION_QA_V0.8.58.4.8
58;43;35;bf4bf8c281262afb;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;QUESTION_QA_V0.8.58.4.8
58;55;54;47d71068a611efc2;We're not at war are we?;On est pas en guerre, si;On n'est pas en guerre ?;24;24;24;QUESTION_QA_V0.8.58.4.8
58;81;72;5158ad126b6cf6a6;Does Delta Thirteen often forget where they are?;Delta Treize oublie-t-il souvent où il se trouve;Delta Treize oublie souvent où il est ?;48;48;39;QUESTION_QA_V0.8.58.4.8
58;81;263;5a54ab446c3fa4f6;What do you mean, Thirteen?;Que voulez-vous dire Treize;Comment ça, Treize ?;27;27;20;QUESTION_QA_V0.8.58.4.8
58;162;4;c6b5c7a8d987089c;You can help him out there yeah?;Tu peux l'aider là-bas, d'accord;Tu peux l'aider là-bas ?;32;32;24;QUESTION_QA_V0.8.58.4.8
58;162;61;6993b2a6e0682ab6;You can help him out there yeah?;Tu peux l'aider là-bas, d'accord;Tu peux l'aider là-bas ?;32;32;24;QUESTION_QA_V0.8.58.4.8
58;162;81;6891b3a6e0682ab6;A bit bossy, isn't it?;Un peu autoritaire non;Autoritaire, non ?;22;22;18;QUESTION_QA_V0.8.58.4.8
58;177;0;3989d9afda740416;Do I have something on my head?;Ai-je quelque chose sur la tête;J'ai un truc sur la tête ?;31;31;26;QUESTION_QA_V0.8.58.4.8
58;178;239;7187911632fcfa41;What is it, Juno?;Qu'y a-t-il, Juno;Quoi, Juno ?;17;17;12;QUESTION_QA_V0.8.58.4.8
58;178;410;7b83941632fcfa41;Guess it's coming from the Astraea?;J'imagine que ça vient de l'Astraea;Ça vient de l'Astraea ?;35;35;23;QUESTION_QA_V0.8.58.4.8
74;179;160;4e41f5fd94ff7d40;Is it still stable?;C'est encore stable;Toujours stable ?;19;19;17;QUESTION_QA_V0.8.58.4.8
80;69;229;028c87cac13244bf;What's that supposed to mean?;C'est censé vouloir dire quoi;Ça veut dire quoi ?;29;29;19;QUESTION_QA_V0.8.58.4.8
80;69;248;5dd0c8319443ec02;What's that supposed to mean?;C'est censé vouloir dire quoi;Ça veut dire quoi ?;29;29;19;QUESTION_QA_V0.8.58.4.8
80;69;264;0eddce60c516bc04;You're studying these weapons, these 'Bio Torpedoes'?;"Vous étudiez ces armes, ces "" torpilles biologiques """;"Vous étudiez ces armes, ces ""torpilles biologiques"" ?";53;53;53;QUESTION_QA_V0.8.58.4.8
80;69;271;5cdbc033c01cb905;You're studying these weapons, these 'Bio Torpedoes'?;"Vous étudiez ces armes, ces "" torpilles biologiques """;"Vous étudiez ces armes, ces ""torpilles biologiques"" ?";53;53;53;QUESTION_QA_V0.8.58.4.8
80;90;60;db3093e6c3b7b6de;Are you saying what I think you're saying?;Vous êtes en train de dire ce que je crois;Vous dites ce que je crois ?;42;42;28;QUESTION_QA_V0.8.58.4.8
80;163;392;5d0e405b1dc90255;What happened to your helmet?;Qu'est-il arrivé à ton casque;Qu'est devenu ton casque ?;29;29;26;QUESTION_QA_V0.8.58.4.8
80;163;638;5f0c465b1dc90255;Do you still want to visit Earth?;Tu veux toujours visiter la Terre;Tu veux encore visiter la Terre ?;33;33;33;QUESTION_QA_V0.8.58.4.8
90;100;2;a4d9da45eb683d81;How did you know?;Comment savais-tu;Comment tu sais ?;17;17;17;QUESTION_QA_V0.8.58.4.8
90;100;11;a28e8844bf6f6cd2;How did you know?;Comment savais-tu;Comment tu sais ?;17;17;17;QUESTION_QA_V0.8.58.4.8
90;100;95;2c6f0adabe915003;How did you know?;Comment savais-tu;Comment tu sais ?;17;17;17;QUESTION_QA_V0.8.58.4.8
95;141;75;e04c1a41801dbaa2;I'm not seeing an issue here... How's it going on your end?;Je vois aucun problème ici. Ça se passe comment de ton côté;Je ne vois rien ici... Et de ton côté ?;59;59;39;QUESTION_QA_V0.8.58.4.8
104;93;70;cdee1850fcf53e12;What's that supposed to be? A gun?;C'est censé être quoi? Un pistolet;C'est quoi ? Un pistolet ?;34;34;26;QUESTION_QA_V0.8.58.4.8
104;93;73;c1ef1850fcf53e12;What's that supposed to mean?;C'est censé vouloir dire quoi;Ça veut dire quoi ?;29;29;19;QUESTION_QA_V0.8.58.4.8
113;45;312;fc036e4a3fe374e3;Great, how's it look?;Parfait ça donne quoi;Bien, ça donne quoi ?;21;21;21;QUESTION_QA_V0.8.58.4.8
113;104;200;8525ca93cd89776b;Are the cargo drones performing work out here?;Les drones cargo effectuent-ils un travail ici;Les drones cargo travaillent ici ?;46;46;34;QUESTION_QA_V0.8.58.4.8
120;52;20;672a11e0c6dda4a0;Will the fabricators still be operational?;Les fabricateurs fonctionneront-ils encore;Les fabricateurs fonctionneront encore ?;42;42;40;QUESTION_QA_V0.8.58.4.8
127;123;302;296526fd7055ad87;Liv do you copy?;Liv tu me reçois;Liv, tu reçois ?;16;16;16;QUESTION_QA_V0.8.58.4.8
130;101;114;3be5f73708999af5;Are you alright, Doctor?;Vous allez bien, Docteur;Ça va, Docteur ?;24;24;16;QUESTION_QA_V0.8.58.4.8
130;101;301;4481a3022c193478;Can they make noise somewhere else?;Ils peuvent faire du bruit ailleurs;Ils peuvent faire ça ailleurs ?;35;35;31;QUESTION_QA_V0.8.58.4.8
130;101;320;4786f204294b6079;Having fun, Popcorn?;Tu t'amuses, Popcorn;Tu t'amuses ?;20;20;13;QUESTION_QA_V0.8.58.4.8
130;101;329;4381a406201f6779;Eh, can I help you?;Euh je peux t'aider;Je peux t'aider ?;19;19;17;QUESTION_QA_V0.8.58.4.8
130;101;428;4283a1037f44347e;Are you alright, Captain?;Vous allez bien Capitaine;Ça va, Capitaine ?;25;25;18;QUESTION_QA_V0.8.58.4.8
130;160;416;f5c62ef9333cea08;"So there really are multiple ""you's"" then?";"Donc il existe vraiment plusieurs "" vous """;Donc vous êtes plusieurs ?;42;42;26;QUESTION_QA_V0.8.58.4.8
130;160;581;f09429a8626bef0a;Coming, Jack?;Tu viens Jack;Tu viens ?;13;13;10;QUESTION_QA_V0.8.58.4.8
130;160;913;a2962efc6339ea0d;You are referring to the Astraea?;Vous faites référence à l'Astraea;Vous parlez de l'Astraea ?;33;33;26;QUESTION_QA_V0.8.58.4.8
130;160;1059;a7c67cf9626beb0f;Jack what happened?;Jack, qu'est arrivé;Jack, qu'y a-t-il ?;19;19;19;QUESTION_QA_V0.8.58.4.8
130;160;1091;f0c77bf9313bef0f;Isn't Jack only a few years old?;Jack n'a que quelques années non;Jack n'a que quelques années ?;32;32;30;QUESTION_QA_V0.8.58.4.8
130;160;1094;aec67dac623eef0f;This would be the main entrance into this facility?;Ce serait l'entrée principale de cette installation;Ce serait l'entrée principale ?;51;51;31;QUESTION_QA_V0.8.58.4.8
130;160;1339;a2c77ffa3737ed51;Is that unusual?;C'est inhabituel;C'est rare ?;16;16;12;QUESTION_QA_V0.8.58.4.8
130;160;2073;afc47bf56468ee5d;Jack what happened?;Jack, qu'est arrivé;Jack, qu'y a-t-il ?;19;19;19;QUESTION_QA_V0.8.58.4.8
134;60;266;2d814680e89ed572;Why would Apollo do that?;Pourquoi Apollo ferait ça;Pourquoi ferait-il ça ?;25;25;23;QUESTION_QA_V0.8.58.4.8
134;96;26;206bb4a0cd1fb381;Not a problem. Shall we?;Pas de problème. On y va;Aucun souci. On y va ?;24;24;22;QUESTION_QA_V0.8.58.4.8
134;96;40;226db4a0cd1fb381;Oh. Moving on are we?;Oh. On continue alors;Oh. On continue ?;21;21;17;QUESTION_QA_V0.8.58.4.8
134;153;319;b48837cced6c173a;Where do we start?;Par où on commence;Par où commencer ?;18;18;18;QUESTION_QA_V0.8.58.4.8
134;167;143;e114498f6ebf9614;What should I do with this?;Qu'est-ce que je fais de ça;J'en fais quoi ?;27;27;16;QUESTION_QA_V0.8.58.4.8
