"chunk";"assetRecord";"slot";"idHex";"textEN";"oldTextFR";"newTextFR";"englishChars";"oldChars";"newChars";"status"
"0";"158";"32";"d86233d65669a815";"Did I do something wrong?";"J'ai fait quelque chose de mal ?";"J'ai fait une erreur?";"25";"32";"21";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"34";"de6062d2016aad15";"What's up?";"Qu'est-ce qu'il y a ?";"Quoi donc?";"10";"21";"10";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"35";"db303780543bf815";"We got this.";"On va y arriver.";"On assure.";"12";"16";"10";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"36";"89633380546af815";"You seem very cheerful.";"Tu as l'air de très bonne humeur.";"Tu sembles très joyeux.";"23";"33";"23";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"37";"db6765d95369f915";"I'm glad you approve.";"Je suis ravie que ça te plaise.";"Ravie que ça plaise";"21";"31";"19";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"39";"886666800639fc15";"What is it Jack?";"Qu'est-ce qu'il y a, Jack ?";"Quoi, Jack?";"16";"27";"11";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"40";"893234d50768fc15";"What do you need?";"De quoi as-tu besoin ?";"Il te faut quoi?";"17";"22";"16";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"42";"db3764d7566dfe15";"I can't be infected with the Bio Mass, Jack.";"Je ne peux pas être infectée par la biomasse, Jack.";"Je peux pas être infectée, Jack.";"44";"51";"32";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"43";"d53266d5063dab16";"Perhaps you could share it with the Captain?";"Tu pourrais peut-être en faire profiter la capitaine ?";"Peut-être en faire profiter la capitaine?";"44";"54";"41";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"44";"de6135d90669ab16";"I believe that is an L.";"Je crois que c'est un L.";"Je crois que c'est un L";"23";"24";"23";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"46";"dd6067820233af16";"I would wave back if I could.";"Je te répondrais de la main si je pouvais.";"Je te saluerais si possible.";"29";"42";"28";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"48";"d9326ed5523bf116";"We work together well, Jack.";"On forme une bonne équipe, Jack.";"On travaille bien ensemble.";"28";"32";"27";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"49";"d56037870833fa16";"And now you somehow disapprove of me?!";"Et maintenant, c'est moi qui ne te conviens plus ?!";"Et maintenant tu me désapprouves?!";"38";"51";"34";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"50";"8d3233d7533ffc16";"That's a very rude gesture.";"C'est un geste très grossier.";"Ce geste est très grossier.";"27";"29";"27";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"53";"886035825269a817";"Oooh, someone's feeling a bit sassy today!";"Oooh, quelqu'un est d'humeur insolente aujourd'hui !";"Oooh, quelqu'un est insolent aujourd'hui!";"42";"52";"41";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"54";"de603582043cab17";"It shouldn't be dangerous, but an errant energy discharge could disrupt our equipment.";"Ça ne devrait pas être dangereux, mais une décharge pourrait perturber notre équipement.";"Ça devrait pas être dangereux, mais une décharge pourrait perturber notre équipement.";"86";"88";"85";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"57";"89686ed1043cf917";"I see you have mastered the art of non-verbal communication.";"Je vois que tu maîtrises l'art de la communication non verbale.";"Je vois que tu maîtrises la communication non verbale.";"60";"63";"54";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"59";"d93235d0543ffc17";"What's gotten into you today?";"Qu'est-ce qui te prend aujourd'hui ?";"Qu'est-ce qui te prend?";"29";"36";"23";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"61";"dd376787026dfd17";"It's good to look on the bright side.";"C'est bien de voir le bon côté des choses.";"Bien de voir le bon côté des choses.";"37";"42";"36";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"63";"db606087036aa840";"I hope I haven't done anything to upset you?";"J'espère que je n'ai rien fait pour te contrarier ?";"J'espère ne pas t'avoir contrarié?";"44";"51";"34";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"64";"8a6237d3026ea840";"I can take a message for her if you like.";"Je peux lui transmettre un message si tu veux.";"Je peux lui transmettre un message.";"41";"46";"35";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"66";"8d346e87543aac40";"I am unsure what this signifies.";"Je ne sais pas ce que cela signifie.";"J'ignore ce que ça signifie.";"32";"36";"28";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"67";"8d673484043cac40";"AH!  You GOT me.";"AH ! Tu m'as eue.";"AH! Tu m'as eue.";"16";"17";"16";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"68";"d8606583023cad40";"Are you pointing at me, Jack?";"Tu me montres du doigt, Jack ?";"Tu me montres du doigt, Jack?";"29";"30";"29";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"70";"d8303082036af140";"Oh, NOW you want peace.";"Oh, MAINTENANT tu veux faire la paix.";"Ah, MAINTENANT la paix.";"23";"37";"23";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"72";"886130d6553afa40";"If so, individual letters may not be the most efficient means.";"Dans ce cas, épeler lettre par lettre n'est peut-être pas le plus efficace.";"Dans ce cas, épeler les lettres n'est peut-être pas idéal.";"62";"75";"58";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"73";"d8613083566ffa40";"Be careful with that.";"Fais attention avec ça.";"Attention avec ça.";"21";"23";"18";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"74";"8a6963d15168fb40";"I could run a diagnostic if you like.";"Je peux lancer un diagnostic si tu veux.";"Je peux diagnostiquer si tu veux.";"37";"40";"33";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"75";"8f6261d0096afc40";"Another wave.  Back to back.  Completely normal.";"Encore un signe de la main. Deux de suite. Tout à fait normal.";"Encore une onde. Deux de suite. Tout est normal.";"48";"62";"48";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"77";"883763d70833a841";"I'm afraid I'm not a very good target for practice.";"J'ai peur de ne pas être une très bonne cible d'entraînement.";"Je crains d'être une mauvaise cible d'entraînement.";"51";"61";"51";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"79";"d4623084546fa841";"Oh, don't be like that, Jack.";"Oh, ne sois pas comme ça, Jack.";"Oh, ne fais pas ça, Jack.";"29";"31";"25";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"82";"dc376285003ef141";"I hope you like it.";"J'espère que ça te plaît.";"J'espère que ça ira";"19";"25";"19";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"84";"da3332d1013af841";"Things are going well, all factors considered.";"Tout se passe plutôt bien, compte tenu des circonstances.";"Tout va bien, vu les circonstances.";"46";"57";"35";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"91";"db686487566aad42";"But I can pretend to be intimidated if you like.";"Mais je peux faire semblant d'être intimidée si tu veux.";"Je peux feindre d'être intimidée si tu veux.";"48";"56";"44";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"92";"dc6330830969af42";"Would you like me to cheer you up?";"Tu veux que je te remonte le moral ?";"Tu veux que je te remonte le moral";"34";"36";"34";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"93";"df346182556df042";"A bit much, Jack.";"Un peu excessif, Jack.";"Un peu trop, Jack";"17";"22";"17";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"95";"de6332d90439f142";"Ahh, the old 'one finger salute'.";"Ah, le bon vieux "" salut à un doigt "".";"Ah, le vieux ""doigt d'honneur"".";"33";"38";"31";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"98";"8d323785073cfe42";"Oh dear.";"Oh là là.";"Oh là...";"8";"9";"8";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"99";"d9693480546aad43";"My records indicate human children engage in similar behavior.";"D'après mes données, les enfants humains ont un comportement similaire.";"Mes données montrent que les enfants font pareil.";"62";"71";"49";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"100";"89326ed9036ef143";"Did I do something wrong?";"J'ai fait quelque chose de mal ?";"J'ai fait une erreur?";"25";"32";"21";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"102";"db3434d4523ef843";"Be grateful this isn't a real gun, Jack.";"Heureusement que ce n'est pas une vraie arme, Jack.";"Heureusement, c'est pas une arme, Jack.";"40";"51";"39";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"103";"de6562830938fa43";"Are you sure you intended that?";"Tu es sûr que c'était volontaire ?";"C'était voulu, tu es sûr?";"31";"34";"25";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"104";"883532d1543ffc43";"Yeah... hi. I see you.";"Oui... salut. Je te vois.";"Oui, salut. Je te vois";"22";"25";"22";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"108";"8d6661835433ad44";"Jack...  Is this part of your emotional support programming?";"Jack... ça fait partie de ton programme de soutien émotionnel ?";"Jack, ça fait partie de ton programme de soutien émotionnel?";"60";"63";"60";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"110";"df6233d4076aad44";"Good to see you too.";"Moi aussi, je suis contente de te voir.";"Moi aussi, content.";"20";"39";"19";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"112";"da6135d0076aaf44";"I take it you are dissatisfied?";"J'en déduis que tu n'es pas satisfait ?";"Tu es donc mécontent?";"31";"39";"21";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"113";"8d3037d3543cf844";"Is this part of your programming?";"Ça fait partie de ta programmation ?";"Ça fait partie de ton programme?";"33";"36";"32";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"114";"de6861820669f844";"Still mastering the art of nonverbal communication, I see.";"Toujours en train de maîtriser la communication non verbale, à ce que je vois.";"Toujours à maîtriser le langage non verbal, je vois.";"58";"78";"52";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"116";"8e3432855433f944";"Oooh, someone's feeling a bit sassy today!";"Oooh, quelqu'un est d'humeur insolente aujourd'hui !";"Oooh, quelqu'un est insolent aujourd'hui!";"42";"52";"41";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"121";"dd3760d8076eff45";"What is troubling you, Jack?";"Qu'est-ce qui te tracasse, Jack ?";"Qu'est-ce qui te tracasse?";"28";"33";"26";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"122";"8d3264850333a846";"Hello to you too, Jack.";"Bonjour à toi aussi, Jack.";"Bonjour aussi, Jack.";"23";"26";"20";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"123";"8f6564d8513ba846";"That is a peace sign.";"C'est un signe de paix.";"Un signe de paix.";"21";"23";"17";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"128";"db3332d5073cac46";"One thumbs up is great, Jack.  Three in a row is a bit... odd.";"Un pouce levé, très bien, Jack. Trois de suite, c'est un peu... étrange.";"Un pouce, très bien, Jack. Trois de suite, c'est... étrange.";"62";"72";"60";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"129";"db326fd5046dac46";"I'm sorry you feel that way.";"Désolée que tu le prennes comme ça.";"Désolée que tu le vives mal";"28";"35";"27";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"131";"896960820932f946";"Back at'cha, buddy.";"Pareil pour toi, mon pote.";"Pareil, mon pote.";"19";"26";"17";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"132";"8f336f870132fe46";"Jack you hippie.";"Jack, espèce de hippie.";"Jack, hippie.";"16";"23";"13";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"133";"8e6135d55668a847";"Let's continue to do our best, Jack.";"Continuons à faire de notre mieux, Jack.";"Faisons encore au mieux, Jack.";"36";"40";"30";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"135";"8e3033d1013ead47";"Think of it this way.";"Vois les choses comme ça.";"Vois-le comme ça.";"21";"25";"17";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"138";"dc6465d00069f947";"You don't approve?";"Ça ne te plaît pas ?";"Ça te plaît pas?";"18";"20";"16";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"139";"de6860d55338fc47";"Ahh, the old 'one finger salute'.";"Ah, le bon vieux "" salut à un doigt "".";"Ah, le vieux ""doigt d'honneur"".";"33";"38";"31";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"140";"da626ed35632fd47";"You got me.";"Tu m'as eue.";"Bien joué.";"11";"12";"10";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"143";"8d656e850139ac4c";"Try to stay optimistic, Jack.";"Essaie de rester optimiste, Jack.";"Reste optimiste, Jack.";"29";"33";"22";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"144";"db6267d9556dac4c";"May I suggest some of the Bio Mass around the station?";"Puis-je suggérer un peu de biomasse autour de la station ?";"Puis-je suggérer la biomasse présente dans la station?";"54";"58";"54";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"147";"8e3363d7553afa4c";"What's wrong, Jack?";"Qu'est-ce qu'il y a, Jack ?";"Ça va pas, Jack?";"19";"27";"16";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"151";"d96232d60869ac4d";"Weapons wouldn't damage my hologram.";"Les armes n'endommageraient pas mon hologramme.";"Les armes toucheraient pas mon holo.";"36";"47";"36";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"154";"88333285013cfd4d";"Oh my.";"Oh là là.";"Oh...";"6";"9";"5";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"158";"156";"8d6961d00838fe4d";"How can I help?";"Que puis-je faire pour toi ?";"Je peux aider?";"15";"28";"14";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"168";"4";"0046a03401566103";"Logs indicate one or two containers should still be in storage.";"D'après les journaux, un ou deux conteneurs devraient encore être en stock.";"Les logs indiquent qu'un ou deux conteneurs restent en stock.";"63";"75";"61";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"168";"8";"0110f13457016008";"You're approaching the Bio Mass Research Facility.";"Tu approches du centre de recherche sur la biomasse.";"Tu approches du centre de recherche biomasse.";"50";"52";"45";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"168";"17";"0a49a564575a660e";"We're sure there's some contained Bio Mass on hand for Jack to retrieve?";"On est sûrs qu'il reste de la biomasse confinée que Jack peut récupérer ?";"On est sûrs qu'il reste de la biomasse confinée que Jack peut récupérer?";"72";"73";"72";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"168";"18";"0b17f0655553300f";"Due to the generator being restored.";"Grâce au rétablissement du générateur.";"Grâce au générateur restauré.";"36";"38";"29";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"168";"75";"b03e745a4af2a71f";"Indeed.";"En effet.";"Oui.";"7";"9";"4";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"168";"120";"0643a0305e533158";"Exactly.";"Exactement.";"Exact.";"8";"11";"6";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"168";"132";"5144a36f0553605c";"Look for a large, circular door.";"Cherche une grande porte circulaire.";"Cherche une grande porte ronde.";"32";"36";"31";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"168";"133";"0417a362565a605c";"Due to the generator being restored.";"Grâce au rétablissement du générateur.";"Grâce au générateur restauré.";"36";"38";"29";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"192";"10";"1b690c70e7a8cf32";"Very well then.";"Très bien, alors.";"Bien, alors.";"15";"17";"12";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"192";"15";"1a6b0c70e7a8cf32";"Yes. That much I can confirm.";"Oui. Ça, je peux le confirmer.";"Oui. Ça, je peux le confirmer";"29";"30";"29";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"192";"16";"1c6b0c70e7a8cf32";"At least now we know what it does.";"Au moins, maintenant on sait à quoi ça sert.";"Au moins, on sait à quoi ça sert.";"34";"44";"33";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"192";"18";"1e6b0c70e7a8cf32";"So this is an F-T-L drive.";"Alors c'est ça, un moteur FTL.";"Donc c'est un moteur FTL.";"26";"30";"25";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"192";"19";"1f6b0c70e7a8cf32";"Can't imagine what it must've taken to refit a ship this old with such advanced tech.";"J'imagine à peine ce qu'il a fallu pour équiper un vaisseau aussi vieux d'une technologie pareille.";"Difficile d'imaginer ce qu'il a fallu pour moderniser ainsi un vaisseau si ancien.";"85";"99";"82";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"200";"1";"b26e7ebefddb11b1";"I am glad you like my hologram.";"Je suis ravie que mon hologramme te plaise.";"Ravie que mon holo plaise.";"31";"43";"26";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"200";"5";"b63e71bfa8dc42b7";"I designed the shape myself.";"J'ai conçu cette apparence moi-même.";"J'ai conçu cette forme.";"28";"36";"23";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"200";"6";"bd6e71b8a88e4fb7";"Do I have something on my face?";"J'ai quelque chose sur le visage ?";"J'ai un truc sur le visage?";"31";"34";"27";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"200";"7";"b16974bcf8d74fe2";"Can I help you?";"Je peux t'aider ?";"Je peux aider?";"15";"17";"14";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"0";"200";"9";"e56570e8a18e47e4";"Uhhh can I help you?";"Euh... je peux t'aider ?";"Euh, besoin d'aide?";"20";"24";"19";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"0";"b078a3f0310ab4f0";"Off ya go!  Sorry, but I warned you!";"Allez, ouste ! Désolée, mais je t'avais prévenu !";"Ouste! Désolée, je t'avais prévenu!";"36";"49";"35";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"1";"b178a3f0310ab4f0";"I'm not here just to climb on, Jack.";"Je ne suis pas là uniquement pour que tu me grimpes dessus, Jack.";"Pas là juste pour grimper, Jack.";"36";"65";"32";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"2";"b478a3f0310ab4f0";"Personal space, Jack.";"Un peu d'espace personnel, Jack.";"Un peu d'espace, Jack";"21";"32";"21";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"3";"b578a3f0310ab4f0";"Going somewhere?";"Tu vas quelque part ?";"Tu vas où?";"16";"21";"10";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"4";"b678a3f0310ab4f0";"Yes, Jack?";"Oui, Jack ?";"Oui, Jack?";"10";"11";"10";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"5";"b778a3f0310ab4f0";"Catching a ride, are we?";"On profite du transport ?";"On profite du transport?";"24";"25";"24";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"6";"8e4e903103843339";"Off ya go!  Sorry, but I warned you!";"Allez, ouste ! Désolée, mais je t'avais prévenu !";"Ouste! Désolée, je t'avais prévenu!";"36";"49";"35";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"7";"8f18c463028e3839";"I'm not here just to climb on, Jack.";"Je ne suis pas là uniquement pour que tu me grimpes dessus, Jack.";"Pas là juste pour grimper, Jack.";"36";"65";"32";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"8";"db1b976454d43839";"Yes, Jack?";"Oui, Jack ?";"Oui, Jack?";"10";"11";"10";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"9";"dc4a9066538e3939";"Personal space, Jack.";"Un peu d'espace personnel, Jack.";"Un peu d'espace, Jack";"21";"32";"21";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"10";"871ec26a028e3e39";"Off ya go!  Sorry, but I warned you!";"Allez, ouste ! Désolée, mais je t'avais prévenu !";"Ouste! Désolée, je t'avais prévenu!";"36";"49";"35";"GLOBAL_DIALOGUE_CHAR_LIMITED"
"16";"32";"11";"8a4dcc650a863f39";"Yes, Jack?";"Oui, Jack ?";"Oui, Jack?";"10";"11";"10";"GLOBAL_DIALOGUE_CHAR_LIMITED"
