chunk;assetRecord;slot;idHex;textEN;oldTextFR;newTextFR;status;reason
16;53;137;14314dd46811e2a2;You don't approve?;Ça te plaît pas?;Ça te plaît pas ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;53;151;1a324dd46811e2a2;Well hello!;Eh, salut!;Eh, salut !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;53;168;15364dd46811e2a2;Oooh, someone's feeling a bit sassy today!;Oooh, quelqu'un est insolent aujourd'hui!;Oooh, quelqu'un est insolent aujourd'hui !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;53;170;17364dd46811e2a2;And now you somehow disapprove of me?!;Et maintenant tu me désapprouves?!;Et maintenant tu me désapprouves ?!;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;53;176;13374dd46811e2a2;What's gotten into you today?;Qu'est-ce qui te prend?;Qu'est-ce qui te prend ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;53;205;7accb606cdb2d5d3;Talk later, Jack.;On parle plus tard, Jack.;Plus tard, Jack.;QA_RECOVERY_CERTAIN_V0.8.58.4.5;USER_LOCKED
16;53;209;209be45894b680d4;Talk later, Jack.;On parle plus tard, Jack.;Plus tard, Jack.;QA_RECOVERY_CERTAIN_V0.8.58.4.5;USER_LOCKED
16;53;213;209cb50acfe1d1d4;You don't approve?;Ça te plaît pas?;Ça te plaît pas ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;53;224;769ce509c8b1d0d5;You don't approve?;Ça te plaît pas?;Ça te plaît pas ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;106;1;717a299f29db4d29;Uhhh can I help you?;Euh, besoin d'aide?;Euh, besoin d'aide ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;106;2;742b7a9a7ddd192a;Do I have something on my face?;J'ai un truc sur le visage?;J'ai un truc sur le visage ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;106;3;757f2ace29871c2a;What are you staring at?;Tu regardes quoi?;Tu regardes quoi ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;106;8;9c42d9f6f4e1b55e;Do I have something on my face?;J'ai un truc sur le visage?;J'ai un truc sur le visage ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;106;10;9e42d9f6f4e1b55e;Uhhh can I help you?;Euh, besoin d'aide?;Euh, besoin d'aide ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;106;13;737d7c9e7a884e7d;Uhhh can I help you?;Euh, besoin d'aide?;Euh, besoin d'aide ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;106;14;227429997ddb1e7f;Do I have something on my face?;J'ai un truc sur le visage?;J'ai un truc sur le visage ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;125;8;e465cfdc8cdb05b2;How close are we to making contact?;On est loin du contact?;On est loin du contact ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;125;20;ef64cedcd8895db3;What is it?;Quoi donc?;Quoi donc ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;125;22;ef6cc58d8c8d0cb4;What are our options?;Quelles options?;Quelles options ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;125;99;51fd98065c97fa1f;What is it?;Quoi donc?;Quoi donc ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;138;0;783ecaf055618204;The headlamp, Jack!;La lampe, Jack!;La lampe, Jack !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;138;4;2d6ecca6553dd308;The headlamp, Jack!;La lampe, Jack!;La lampe, Jack !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;138;5;7d39c9f10435820a;Uhhh Jack?  The headlamp?;Euh Jack? La lampe?;Euh Jack ? La lampe ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;138;14;2a6bcfa45234d70e;Uhhh Jack?  The headlamp?;Euh Jack? La lampe?;Euh Jack ? La lampe ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;138;29;978e50a02aabf16d;The headlamp, Jack!;La lampe, Jack!;La lampe, Jack !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;138;30;988e50a02aabf16d;Uhhh Jack?  The headlamp?;Euh Jack? La lampe?;Euh Jack ? La lampe ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;143;2;16ff8a5cb25ee3b0;How goes it?;Ça avance?;Ça avance ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;143;4;0bc907487b88bd11;How goes it?;Ça avance?;Ça avance ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;143;9;5c9a551a778ce842;How goes it?;Ça avance?;Ça avance ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;8;4e927341482d58b2;The reboot code is 0-9-1-5.;Code reboot: 0-9-1-5.;Code reboot : 0-9-1-5.;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;9;159473464c745db2;Okay, ready to do the reset sequence?;Prêt pour la séquence de reset?;Prêt pour la séquence de reset ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;30;0d5313384fa5eeb2;What happened?;Quoi donc?;Quoi donc ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;32;0d5513384fa5eeb2;The kind we don't need to worry about. Right, Juno?;Le genre sans risque. Pas vrai, Juno?;Le genre sans risque. Pas vrai, Juno ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;40;0d5314384fa5eeb2;Different how?;Comment ça?;Comment ça ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;53;0d5116384fa5eeb2;The hell?;Putain?;Putain ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;120;0d50143a4fa5eeb2;Is... something burning?;Ça... sent le brûlé?;Ça... sent le brûlé ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;122;0d55143a4fa5eeb2;Ow! That's hot.;Ah! Ça brûle.;Ah ! Ça brûle.;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;194;0d53153b4fa5eeb2;Chiron Station Network Access Client. Habitat Alpha: Online.;Client réseau station Chiron. Habitat Alpha: en ligne.;Client réseau station Chiron. Habitat Alpha : en ligne.;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;299;0d5b183d4fa5eeb2;Jack, you still up there? What's the holotable doing?;Jack, tu es encore là-haut? Que fait la table holo?;Jack, tu es encore là-haut ? Que fait la table holo ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;300;0d50193d4fa5eeb2;You seeing anything on the holotable?;Tu vois quelque chose à l'Holotable?;Tu vois quelque chose à l'Holotable ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;304;0d54193d4fa5eeb2;What's the story? Is the holotable up?;Alors? Holotable en ligne?;Alors ? Holotable en ligne ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;328;1fc476101d7c52e2;What've we here?;On a quoi là?;On a quoi là ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;169;330;4897204b4f7953e3;Oooh, someone's feeling a bit sassy today!;Oooh, quelqu'un est insolent aujourd'hui!;Oooh, quelqu'un est insolent aujourd'hui !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;170;4;6d1e57e8a82aa781;Or, was it Jack?;Ou Jack?;Ou Jack ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;170;7;6f4b52ecaa70f281;Or, was it Echo One?;Ou Echo One?;Ou Echo One ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;170;32;3a4504e0ae71f686;Affirmative. All systems nominal. Rally at your position?;Affirmatif. Systèmes normaux. Je vous rejoins?;Affirmatif. Systèmes normaux. Je vous rejoins ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;170;61;6a4d03bdfb7df1d0;Is it sufficient for open communication?;Ça suffit pour communiquer librement?;Ça suffit pour communiquer librement ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;0;6cfea0fefffc8788;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;2;3da3f4aaacf8d388;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;5;3baca1aaffabd588;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;9;3efefdfafdf8dd88;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;10;3aa3fdf7fffcdd88;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;16;3aada1feaeadd48a;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;19;6ea9fcf7ffadd68a;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;24;3ea2a1aaaaaa868b;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;36;39a2f2aba5ad858c;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;41;3dfef0fda9add28c;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;44;3cf9a1fcacfad68c;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;45;3fabf1abfefcd68c;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;47;3ea3a0f8a8fcd78c;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;50;3cf8a1fcf9f6818d;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;55;3da8a7a8ffadd18d;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;62;6efba1faa9fed78d;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;72;6ffff0fbffabd38f;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;74;3fa9f4fdfafbd68f;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;78;6bf8a0f9aaf887d6;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;79;68acf5f8abf887d6;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;83;69aaf6f7a4afd7d6;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;90;38aaa4f9acaa87d7;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;95;3dfcf0f6fef6d2d7;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;101;6eafa0fafef987d8;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;106;33f8f0ffa5f9d7d8;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;109;68a2a4f7f9afddd8;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;126;32fea4afaffb82da;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;131;69adfdfbafacd6da;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;134;6baef7aff8f8dcda;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;136;38ffa1ffffab81db;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;137;6efbfcacfdfa82db;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;140;3ba9a7ada5ffd1db;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;182;3afff1afa9fbd2de;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;184;6baff7fda5fdd4de;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;185;33abf5f7faf9d6de;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;187;6efba0a8aef8dcde;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;193;3afba1abadf9d3df;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;194;6fa2a7a8a4fdd4df;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;197;33acf3fff8a8dddf;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;198;3bfef0aaaef9dddf;Aaand now you're throwing stuff.  What next?;Et maintenant tu lances des trucs. Ensuite?;Et maintenant tu lances des trucs. Ensuite ?;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
16;190;201;77ae0ba880b6474b;Whoa!;Wow!;Wow !;QA_RECOVERY_CERTAIN_V0.8.58.4.5;TYPO_SAFE
