"chunk";"assetRecord";"slot";"idHex";"textEN";"oldTextFR";"newTextFR";"englishChars";"oldChars";"newChars";"status"
"134";"40";"65";"98eea56e7adf0f2a";"Though no longer in production, my understanding is these vessels remained in service for quite some time.";"Bien qu'ils ne soient plus produits, je crois comprendre que ces vaisseaux sont restés en service assez longtemps.";"Ils ne sont plus produits, mais sont longtemps restés en service.";"106";"114";"65";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"67";"c8e0f43c78dc0d2c";"I imagine you and Captain Rhodes used them frequently in your service aboard the Kronos II?";"J'imagine que la capitaine Rhodes et vous les utilisiez fréquemment pendant votre service à bord du Kronos II ?";"La capitaine Rhodes et vous les utilisiez souvent sur le Kronos II ?";"91";"111";"68";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"68";"cde9a13a7d885f2c";"Apologies";"Mes excuses";"Pardon";"9";"11";"6";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"69";"9ceda63a2f8a032d";"Aboard the Kronos II orbital mining platform.";"À bord de la plateforme minière orbitale Kronos II.";"À bord de la station minière Kronos II.";"45";"51";"39";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"70";"c9bdf06b2d8a0d2d";"Apologies.";"Toutes mes excuses.";"Pardon.";"10";"19";"7";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"71";"9eedf66d788b5d2d";"I see.";"Je vois.";"Bien.";"6";"8";"5";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"73";"cde1f0392d8f0a2f";"As the caretaker for you and the Captain, that is quite similar to my own set of directives.";"En tant que responsable de votre bien-être et de celui de la capitaine, mes directives sont assez similaires.";"Comme je veille sur vous deux, mes directives sont assez similaires.";"92";"109";"68";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"75";"c8bca43978d85f2f";"Error code 13.";"Code d'erreur 13.";"Erreur 13.";"14";"17";"10";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"77";"98baa13d79da0c78";"When you're ready, speak about the fury transport model in this room, and start a conversation with the labor unit.";"Lorsque vous serez prêt, parlez de la maquette du transport Fury dans cette pièce et engagez une conversation avec l'unité de travail.";"Une fois prêt, parlez de la maquette Fury et à l'unité de travail.";"115";"134";"66";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"78";"99eef96d7e8d0d78";"Was their profile similar to yours?";"Leur profil était-il similaire au vôtre ?";"Leur profil ressemblait au vôtre ?";"35";"41";"34";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"79";"98e8f36d2ddc0d78";"Please comment on the fury transport model to continue.";"Veuillez commenter la maquette du transport Fury pour continuer.";"Commentez la maquette Fury pour continuer.";"55";"64";"42";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"81";"9bbca1672c8e027a";"That was not the primary directive of labor units aboard the Kronos II.";"Ce n'était pas la directive principale des unités de travail à bord du Kronos II.";"Ce n'était pas la mission première des unités de travail du Kronos II.";"71";"81";"70";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"82";"9deca53b2bdf097a";"Labor unit, what is your primary directive?";"Unité de travail, quelle est votre directive principale ?";"Unité, votre mission principale ?";"43";"57";"33";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"84";"c8baf23b2d8e5d7a";"I believe with that, your communications system is fully calibrated. Are you ready to leave the module?";"Je pense que votre système de communication est désormais entièrement étalonné. Êtes-vous prêt à quitter le module ?";"Votre système de communication est étalonné. Prêt à quitter le module ?";"103";"116";"71";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"85";"9ebcf8662d8d5f7a";"A MK I Fury Transport.";"Un transport Fury Mk I.";"Transport Fury Mk I.";"22";"23";"20";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"86";"cfe1f23d7889097b";"In any case... conversation complete.";"Quoi qu'il en soit... conversation terminée.";"Bref... conversation terminée.";"37";"44";"30";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"87";"c8baa6682adf0c7b";"Indeed.";"En effet.";"Exact.";"7";"9";"6";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"88";"cfedf26e2f8e0f7b";"We did, yes.";"Oui, en effet.";"Oui.";"12";"14";"4";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"89";"9deef13d778f5d7b";"Your interpretation of a Series 8 labor unit was... unconvincing.";"Votre imitation d'une unité de travail série 8 était... peu convaincante.";"Votre imitation d'une unité de série 8 était... peu crédible.";"65";"73";"61";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"90";"95baf53c7f8f087c";"I see.";"Je vois.";"Bien.";"6";"8";"5";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"91";"9cbef0697a80097c";"None-the-less, we will consider that to have been a conversation.";"Néanmoins, nous considérerons qu'il s'agissait d'une conversation.";"Nous dirons tout de même que c'était une conversation.";"65";"66";"54";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"92";"c8e0a43b2adc0c7c";"I will interpret your silence as a deliberate choice to allow the conversation to end.";"J'interpréterai votre silence comme un choix délibéré de laisser la conversation se terminer.";"Votre silence indique que vous choisissez de clore la conversation.";"86";"93";"67";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"94";"c8baf3672d8c5e7c";"I believe with just a few additional conversations, I could replicate it.";"Je pense qu'avec seulement quelques conversations supplémentaires, je pourrais le reproduire.";"Encore quelques conversations et je pourrai le reproduire.";"73";"93";"58";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"95";"cfeaf56d7f89037f";"On multiple occasions, in fact.";"À de nombreuses reprises, en fait.";"À plusieurs reprises.";"31";"34";"21";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"96";"cfeea23b7b880a7f";"I see.";"Je vois.";"Bien.";"6";"8";"5";"COMMUNICATION_CHAR_LIMITED"
"134";"40";"98";"98edf1697a8d5f7f";"Your interpretation of a Series 8 labor unit was... unconvincing.";"Votre imitation d'une unité de travail série 8 était... peu convaincante.";"Votre imitation d'une unité de série 8 était... peu crédible.";"65";"73";"61";"COMMUNICATION_CHAR_LIMITED"
