chunk;assetRecord;slot;idHex;textEN;oldTextFR;newTextFR;status;reason
16;169;27;0d5013384fa5eeb2;"""Uh-oh""? What ""uh-oh?"" What did I do?";""" Oh-oh "" ? Comment ça, "" oh-oh "" ? Qu'est-ce que j'ai fait ?";"""Oh-oh"" ? Comment ça, ""oh-oh"" ? Qu'est-ce que j'ai fait ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
16;169;76;0d5a18384fa5eeb2;"What am I supposed to say ""Computer"" or something?";"Je suis censée dire quoi ? "" Ordinateur "" ou quelque chose comme ça ?";"Je suis censée dire quoi ? ""Ordinateur"" ou quelque chose comme ça ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
16;169;81;0d5319384fa5eeb2;"So... what? I'm supposed to say ""Computer"" or something?";"Alors... quoi ? Je suis censée dire "" Ordinateur "" ou quelque chose comme ça ?";"Alors... quoi ? Je suis censée dire ""Ordinateur"" ou quelque chose comme ça ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
16;169;100;0d54113a4fa5eeb2;"""Work associates"" might be a more accurate term.";""" Collègues "" serait probablement plus exact.";"""Collègues"" serait probablement plus exact.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
16;169;129;0d54153a4fa5eeb2;On the count of 'three'?;"Au compte de "" trois "" ?";"Au compte de ""trois"" ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
16;169;130;0d56153a4fa5eeb2;Look for a slider labeled reboot.;"Cherche un curseur marqué "" redémarrage "".";"Cherche un curseur marqué ""redémarrage"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
16;169;181;0d57123b4fa5eeb2;"""Uh-Oh?"" What do you mean ""uh-oh?""";""" Oh-oh ""? Comment ça, "" oh-oh ""?";"""Oh-oh""? Comment ça, ""oh-oh""?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
16;169;345;4e9171141e7e5ae4;A display of Habitat A is shown and Liv notices a location marked rail terminal. Liv remarks that might be our ticket out of here Jack.;"Un affichage de l'Habitat A apparaît et Liv remarque un emplacement marqué "" terminal ferroviaire "". Elle dit que ça pourrait être leur billet de sortie, Jack.";"Un affichage de l'Habitat A apparaît et Liv remarque un emplacement marqué ""terminal ferroviaire"". Elle dit que ça pourrait être leur billet de sortie, Jack.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
16;170;37;6b1805bcad2ca187;It would appear the 'Recon-Sat' cannot proceed until we clear the path of Ticks.;"On dirait que le "" satellite de reconnaissance "" ne peut pas continuer tant que nous n'avons pas dégagé le passage des Ticks.";"On dirait que le ""satellite de reconnaissance"" ne peut pas continuer tant que nous n'avons pas dégagé le passage des Ticks.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
16;173;19;7fcbd8a2a3dd10a3;"Nothing. It's just... couple of years ago I'd have gotten an earful about my ""reckless disregard for protocol"" or some such.";"Rien. C'est juste que... il y a quelques années, je me serais fait passer un savon pour mon "" mépris irresponsable du protocole "" ou quelque chose du genre.";"Rien. C'est juste que... il y a quelques années, je me serais fait passer un savon pour mon ""mépris irresponsable du protocole"" ou quelque chose du genre.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;149;4;d43332ec250ff0e4;Spooky Access Code;"Code d'accès "" Spooky """;"Code d'accès ""Spooky""";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;150;0;b1fb9626a8838898;"All things considered, Juno, that hardly qualifies as ""terrible.""";"Tout bien considéré, Juno, ça mérite difficilement le qualificatif de "" terrible "".";"Tout bien considéré, Juno, ça mérite difficilement le qualificatif de ""terrible"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;150;3;e4f09121a78d8a98;"All things considered, Juno, I'm not sure that really qualifies as ""terrible.""";"Tout bien considéré, Juno, je ne suis pas sûr que ça mérite vraiment le qualificatif de "" terrible "".";"Tout bien considéré, Juno, je ne suis pas sûr que ça mérite vraiment le qualificatif de ""terrible"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;11;ff1a6513c637e6a8;It's a... 'toy' monolith.;"C'est un... monolithe "" jouet "".";"C'est un... monolithe ""jouet"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;13;a84832409434e8a8;The doctor has kept this 'particular' Nautilus in his possession for quite some time... I've offered to replace it on numerous occasions, but he always refuses.;"Le docteur garde ce Nautilus "" particulier "" depuis très longtemps... Je lui ai proposé de le remplacer à de nombreuses reprises, mais il refuse toujours.";"Le docteur garde ce Nautilus ""particulier"" depuis très longtemps... Je lui ai proposé de le remplacer à de nombreuses reprises, mais il refuse toujours.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;52;ff493010c164eea9;I think Harlan's married... or, 'was' married.;"Je crois que Harlan est marié... ou plutôt qu'il "" l'était "".";"Je crois que Harlan est marié... ou plutôt qu'il ""l'était"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;67;ac4737449734eaab;To sequence his cure, Harlan needs a sample of Bio-Mass in its most basic 'proto' form.;"Pour mettre au point son remède, Harlan a besoin d'un échantillon de biomasse sous sa forme "" proto "" la plus élémentaire.";"Pour mettre au point son remède, Harlan a besoin d'un échantillon de biomasse sous sa forme ""proto"" la plus élémentaire.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;86;fd4e6642c135bcac;The only known source of 'proto' Bio-Mass is undetonated torpedoes.;"La seule source connue de biomasse "" proto "" est constituée par les torpilles non explosées.";"La seule source connue de biomasse ""proto"" est constituée par les torpilles non explosées.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;91;af1d65459d34beac;Harlan... looks 'happy.' Almost unrecognizable.;"Harlan... a l'air "" heureux "". Il est presque méconnaissable.";"Harlan... a l'air ""heureux"". Il est presque méconnaissable.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;126;fd4766449064eeae;The only known source of 'proto' Bio-Mass is undetonated torpedoes.;"La seule source connue de biomasse "" proto "" est constituée par les torpilles non explosées.";"La seule source connue de biomasse ""proto"" est constituée par les torpilles non explosées.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;149;ad1a3045936fefaf;The doctor has kept this 'particular' Nautilus with him for a very long time... I've offered to replace it on numerous occasions, but he always says--;"Le docteur garde ce Nautilus "" particulier "" avec lui depuis très longtemps... Je lui ai proposé de le remplacer à de nombreuses reprises, mais il répond toujours...";"Le docteur garde ce Nautilus ""particulier"" avec lui depuis très longtemps... Je lui ai proposé de le remplacer à de nombreuses reprises, mais il répond toujours...";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;157;ab1d6745c637bdf2;Juno, this 'Multi Pass' appears to be a form of physical identification.;"Juno, ce "" Multi Pass "" semble servir de moyen d'identification physique";"Juno, ce ""Multi Pass"" semble servir de moyen d'identification physique";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;162;f91a614a9563e6f2;From '20,000 Leagues Under the Sea.' You are correct...;"De "" Vingt mille lieues sous les mers "". Vous avez raison...";"De ""Vingt mille lieues sous les mers"". Vous avez raison...";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;189;ac463243c133ebf3;This 'retro future' style is a popular choice.;"Ce style "" rétro-futuriste "" est très populaire.";"Ce style ""rétro-futuriste"" est très populaire.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;201;aa4f6011c76feef3;I'd rather not spoil the book for you, Jack. '2001: A Space Odyssey' is a quite intriguing story.;"Je préfère ne pas vous gâcher le livre, Jack. "" 2001 : L'Odyssée de l'espace "" est une histoire fascinante.";"Je préfère ne pas vous gâcher le livre, Jack. ""2001 : L'Odyssée de l'espace"" est une histoire fascinante.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;206;a54f63179232baf8;The only known source of 'proto' Bio-Mass is undetonated torpedoes.;"La seule source connue de biomasse "" proto "" est constituée par les torpilles non explosées.";"La seule source connue de biomasse ""proto"" est constituée par les torpilles non explosées.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;212;a4493446c264bdf8;I think Harlan's married... or, 'was' married.;"Je crois que Harlan est marié... ou plutôt qu'il "" l'était "".";"Je crois que Harlan est marié... ou plutôt qu'il ""l'était"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;214;aa1933419d62bef8;From '20,000 Leagues Under the Sea.' You are correct...;"De "" Vingt mille lieues sous les mers "". Vous avez raison...";"De ""Vingt mille lieues sous les mers"". Vous avez raison...";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;215;ab4a3443c161e6f8;'Novelty?';""" Gadget "" ?";"""Gadget"" ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;220;a94c374b9165eaf8;A 'model' monolith... from one of the doctor's favorite novels.;"Une "" maquette "" de monolithe... tirée de l'un des romans préférés du docteur.";"Une ""maquette"" de monolithe... tirée de l'un des romans préférés du docteur.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;225;ac4b6311c266eef8;"Well, we know it's not actually a single organism. Once it's released into an environment, the Bio Mass immediately begins evolving; diversifying into a variety of organisms. The various ""forms"" go beyond mere polymorphism... they're closer to distinct species, all stemming from the same base element.";"Nous savons qu'il ne s'agit pas réellement d'un organisme unique. Une fois libérée dans un environnement, la biomasse commence immédiatement à évoluer et se diversifie en de nombreux organismes. Ses différentes "" formes "" vont bien au-delà du simple polymorphisme... elles ressemblent davantage à des espèces distinctes issues d'un même élément de base.";"Nous savons qu'il ne s'agit pas réellement d'un organisme unique. Une fois libérée dans un environnement, la biomasse commence immédiatement à évoluer et se diversifie en de nombreux organismes. Ses différentes ""formes"" vont bien au-delà du simple polymorphisme... elles ressemblent davantage à des espèces distinctes issues d'un même élément de base.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;258;fd4f32109734b9fa;To sequence his cure, Harlan needs a sample of Bio-Mass in its most basic 'proto' form.;"Pour mettre au point son remède, Harlan a besoin d'un échantillon de biomasse sous sa forme "" proto "" la plus élémentaire.";"Pour mettre au point son remède, Harlan a besoin d'un échantillon de biomasse sous sa forme ""proto"" la plus élémentaire.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;274;a8486646c763e8fa;It's from '2001: A Space Odyssey.';"Ça vient de "" 2001 : L'Odyssée de l'espace "".";"Ça vient de ""2001 : L'Odyssée de l'espace"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;281;ad486711c262eefa;Harlan... looks 'happy.' Almost unrecognizable.;"Harlan... a l'air "" heureux "". Il est presque méconnaissable.";"Harlan... a l'air ""heureux"". Il est presque méconnaissable.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;304;af1a65119535effb;*clears 'throat'*;"*se racle la "" gorge ""*";"*se racle la ""gorge""*";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;312;ac1b3311926ebafc;'Borrowed?';""" Emprunté "" ?";"""Emprunté"" ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;323;ad466f40c237e9fc;To sequence his cure, Harlan needs a sample of Bio-Mass in its most basic 'proto' form.;"Pour mettre au point son remède, Harlan a besoin d'un échantillon de biomasse sous sa forme "" proto "" la plus élémentaire.";"Pour mettre au point son remède, Harlan a besoin d'un échantillon de biomasse sous sa forme ""proto"" la plus élémentaire.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;331;f81b63149532edfc;And, the answer to your question is a bit complicated... though you are familiar enough with humans to appreciate how 'quirky' they sometime can be.;"Et la réponse à votre question est un peu compliquée... même si vous connaissez suffisamment les humains pour savoir à quel point ils peuvent parfois être "" particuliers "".";"Et la réponse à votre question est un peu compliquée... même si vous connaissez suffisamment les humains pour savoir à quel point ils peuvent parfois être ""particuliers"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;342;aa4e6011c534e6fd;It is, in fact, the Nautilus. If you're not familiar... it's Captain Nemo's submarine from the novel '20,000 Leagues Under the Sea.';"C'est bien le Nautilus. Si vous ne connaissez pas... c'est le sous-marin du capitaine Nemo dans le roman "" Vingt mille lieues sous les mers "".";"C'est bien le Nautilus. Si vous ne connaissez pas... c'est le sous-marin du capitaine Nemo dans le roman ""Vingt mille lieues sous les mers"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;387;f94c61149130e7ff;The common pronunciation is Mul-TEE Pass...;"La prononciation courante est "" Mul-TI Pass ""...";"La prononciation courante est ""Mul-TI Pass""...";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
21;152;398;a44b6e119567ecff;'Borrowed?';""" Emprunté "" ?";"""Emprunté"" ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
26;92;345;f6cf769c7ada73b0;A memorial. ['To all those who have fallen. Through you, we grow stronger.'];"Un mémorial. ["" À tous ceux qui sont tombés. Grâce à vous, nous devenons plus forts. ""]";"Un mémorial. [""À tous ceux qui sont tombés. Grâce à vous, nous devenons plus forts.""]";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
26;92;362;fecc779c7ada73b0;"""Chiron Station. Dedicated, 10th of March, 2522...""";""" Station Chiron. Inaugurée le 10 mars 2522... """;"""Station Chiron. Inaugurée le 10 mars 2522...""";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
26;92;363;ffcc779c7ada73b0;"""Lux Hominum Vita.""";""" Lux Hominum Vita. """;"""Lux Hominum Vita.""";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
26;92;372;facf779c7ada73b0;'The Polaris Initiative.';""" L'Initiative Polaris. """;"""L'Initiative Polaris.""";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;30;16;84943080368dcf1e;"""Salvage equipment""...?";""" Équipement de récupération ""... ?";"""Équipement de récupération""... ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;30;48;86993080368dcf1e;"Well, it sounds like you have more experience with this ""Apollo"" than I do, so...";"Bon, on dirait que vous avez plus d'expérience avec cet "" Apollo "" que moi, alors...";"Bon, on dirait que vous avez plus d'expérience avec cet ""Apollo"" que moi, alors...";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;30;63;819b3080368dcf1e;"Well, if this ""Apollo"" you know is still intact, then maybe we have a chance.";"Bon, si cet "" Apollo "" que vous connaissez est encore intact, alors nous avons peut-être une chance.";"Bon, si cet ""Apollo"" que vous connaissez est encore intact, alors nous avons peut-être une chance.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;30;78;839d3080368dcf1e;"Or by this... hypothetical ""automated defense system,"" as Ms. Rhodes put it.";"Ou par ce... "" système de défense automatisé "" hypothétique, comme l'a dit Mme Rhodes.";"Ou par ce... ""système de défense automatisé"" hypothétique, comme l'a dit Mme Rhodes.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;30;131;87993180368dcf1e;"I can only assume it's this ""Apollo.""";"Je ne peux que supposer que cet "" Apollo "" en est responsable.";"Je ne peux que supposer que cet ""Apollo"" en est responsable.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;72;251;9c5cb40fdbd3fb6b;Did you say air? Juno I think your upgrade did some damage;"Tu as dit "" de l'air "" ? Juno, je crois que ton amélioration a causé quelques dégâts.";"Tu as dit ""de l'air"" ? Juno, je crois que ton amélioration a causé quelques dégâts.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;72;323;9f0ae75d8dd1fc6e;Did you say air? Juno I think your upgrade did some damage;"Tu as dit "" de l'air "" ? Juno, je crois que ton amélioration a causé quelques dégâts.";"Tu as dit ""de l'air"" ? Juno, je crois que ton amélioration a causé quelques dégâts.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;142;30;ca85ecfdc9fa8af4;"Also, the sign above the door says ""Exit to Tram.""";"Et puis, le panneau au-dessus de la porte indique "" Sortie vers le tram "".";"Et puis, le panneau au-dessus de la porte indique ""Sortie vers le tram"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;142;31;cb85ecfdc9fa8af4;"That could also be a clue. Personally, I'm sticking with my ""because its locked"" theory. Speaking of, what say we look for a way to get this door open.";"Ça pourrait aussi être un indice. Personnellement, je reste sur ma théorie du "" parce que c'est verrouillé "". D'ailleurs, si on cherchait un moyen d'ouvrir cette porte ?";"Ça pourrait aussi être un indice. Personnellement, je reste sur ma théorie du ""parce que c'est verrouillé"". D'ailleurs, si on cherchait un moyen d'ouvrir cette porte ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;142;65;c981effdc9fa8af4;"Door ahead says ""To Tram."" That's where we're headed.";"La porte devant nous indique "" Vers le tram "". C'est là qu'on va.";"La porte devant nous indique ""Vers le tram"". C'est là qu'on va.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;142;73;cc84effdc9fa8af4;"The far door is labeled, ""To Tram"", isn't that where Juno mentioned we should go?";"La porte au fond indique "" Vers le tram "". Ce n'est pas là que Juno nous a dit d'aller ?";"La porte au fond indique ""Vers le tram"". Ce n'est pas là que Juno nous a dit d'aller ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;204;156;eaf3b8b2afa42a0c;"Now then, when I say so, press the button marked ""Execute.""";"Bien. Quand je vous le dirai, appuyez sur le bouton "" Exécuter "".";"Bien. Quand je vous le dirai, appuyez sur le bouton ""Exécuter"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
38;204;284;ebffb9b2afa42a0c;"When I say, press the button marked, ""Execute.""";"Quand je vous le dirai, appuyez sur le bouton "" Exécuter "".";"Quand je vous le dirai, appuyez sur le bouton ""Exécuter"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;35;173;4f2179efa3ac93cd;"The only crewmembers authorized with bridge access are Captain Olivia Rhodes and Echo-1, designation... ""Jack.""";"Les seuls membres d'équipage autorisés à accéder à la passerelle sont la Capitaine Olivia Rhodes et Echo-1, désignation... "" Jack "".";"Les seuls membres d'équipage autorisés à accéder à la passerelle sont la capitaine Olivia Rhodes et Echo-1, désignation... ""Jack"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE+RUNNING_TEXT_TITLE_LOWERCASE
45;35;273;4e237aefa3ac93cd;"Part of my...""team,"" as you put it.";"Vous faites partie de mon... "" équipe "", comme vous dites.";"Vous faites partie de mon... ""équipe"", comme vous dites.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;35;726;43267fefa3ac93cd;"Apollo, search your memory for the word ""Jack"" or ""Echo-1.""";"Apollo, recherchez dans votre mémoire le mot "" Jack "" ou "" Echo-1 "".";"Apollo, recherchez dans votre mémoire le mot ""Jack"" ou ""Echo-1"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;35;729;46267fefa3ac93cd;"The only crewmembers authorized with bridge access are Captain Olivia Rhodes and her co-captain, Echo-1, designation... ""Jack.""";"Les seuls membres d'équipage autorisés à accéder à la passerelle sont la Capitaine Olivia Rhodes et son co-capitaine, Echo-1, désignation... "" Jack "".";"Les seuls membres d'équipage autorisés à accéder à la passerelle sont la capitaine Olivia Rhodes et son co-capitaine, Echo-1, désignation... ""Jack"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE+RUNNING_TEXT_TITLE_LOWERCASE
45;35;758;4e2f7fefa3ac93cd;"Designation: ""Jack.""";"Désignation : "" Jack "".";"Désignation : ""Jack"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;35;826;ffe2a5aac82e30dc;"Apollo. The terms ""Jack"" or ""Echo-1"" will be in your deep memory. Query now, please. Do you read?";"Apollo. Les termes "" Jack "" ou "" Echo-1 "" figurent dans votre mémoire profonde. Lancez la recherche maintenant, s'il vous plaît. Vous me recevez ?";"Apollo. Les termes ""Jack"" ou ""Echo-1"" figurent dans votre mémoire profonde. Lancez la recherche maintenant, s'il vous plaît. Vous me recevez ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;35;854;ffe6a1fe9c2c6bdd;The only crewmembers authorized with bridge access are Captain Olivia Rhodes and Echo-1, designation...;Les seuls membres d'équipage autorisés à accéder à la passerelle sont la Capitaine Olivia Rhodes et Echo-1, désignation...;Les seuls membres d'équipage autorisés à accéder à la passerelle sont la capitaine Olivia Rhodes et Echo-1, désignation...;QUOTE_TITLE_QA_V0.8.58.4.9;RUNNING_TEXT_TITLE_LOWERCASE
45;48;81;b9826ea45fd907ea;This scan data includes some detailed information on the so-called Faraday Field technology.;"Ces données de scan contiennent des informations détaillées sur la technologie dite de "" champ Faraday "".";"Ces données de scan contiennent des informations détaillées sur la technologie dite de ""champ Faraday"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;48;326;76c3d23e5a944a36;"""Continued spread""? Are you serious?";""" Propagation continue "" ? Vous êtes sérieuse ?";"""Propagation continue"" ? Vous êtes sérieuse ?";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;48;342;76c6d56a0ac94860;But without the proto-Bio Mass, it would have been as much of a dead-end as containment...;"Mais sans la biomasse "" proto "", cela aurait été une impasse tout autant que le confinement...";"Mais sans la biomasse ""proto"", cela aurait été une impasse tout autant que le confinement...";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;48;427;26c3d33c0ec54967;"I believe so, yes. Try ""7138.""";"Je pense que oui. Essayez "" 7138 "".";"Je pense que oui. Essayez ""7138"".";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;48;446;74c4d33f0ec94c68;But without the proto-Bio Mass, it would have been as much of a dead-end as containment...;"Mais sans la biomasse "" proto "", cela aurait été une impasse tout autant que le confinement...";"Mais sans la biomasse ""proto"", cela aurait été une impasse tout autant que le confinement...";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;88;424;57b923ef436743da;"(WRITING NOTE: Only one of the following ""prompt"" exchanges will ever play.)";"(NOTE D'ÉCRITURE : un seul des échanges "" prompt "" suivants sera joué.)";"(NOTE D'ÉCRITURE : un seul des échanges ""prompt"" suivants sera joué.)";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
45;145;40;c0c4b650a58ccbdd;"...which can be ""blinded"" with this Faraday tech.";"... qui peut être "" aveuglé "" grâce à cette technologie Faraday.";"... qui peut être ""aveuglé"" grâce à cette technologie Faraday.";QUOTE_TITLE_QA_V0.8.58.4.9;ASCII_QUOTE_INNER_SPACE
